substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,46.87499999999999,247874096.79793492,3076410.138069774,1.241118042510767,871.7676215291507,4373992.417479053,0.9883648416455765,190749.63653706468
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,37.5,8755069.57092015,28836.76980647826,0.3293722519608435,248.96049801792472,50486.98496882765,0.9969031608036237,2157.3912248141246
Dhanmondi,Residential,204.0,121860.37384850386,32.843137254901954,319887942.33084536,6784067.9965132605,2.120763898470675,55.67082868912889,8805925.978001647,0.9919262514588084,454772.6963040852
Kalyanpur,Commercial,68.0,2845.228977924288,72.05882352941177,179788655.6928409,3861595.0627728784,2.1478524592620585,1357.21767658576,6326893.775319432,0.9731293202620674,239434.21768184993
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,174561.17915491457,0.4876017349409493,288.264937979001,321017.56667834334,0.9906412943389347,13059.602674964794
Kalyanpur,Residential,272.0,216332.7081211862,16.911764705882355,416554165.2985567,8710172.140992383,2.091005892294834,40.26285353074339,11365307.731309067,0.9941861878570514,584034.9034754462
