substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,100.0,247874096.79793492,32981091.181174085,13.305581989900308,9345.908420548858,50088464.34499127,0.8714878452247707,2044958.5305787507
Dhanmondi,Educational,36.0,1178.6226757857057,13.888888888888884,55293607.12271432,402311.6018047889,0.727591529545052,341.34045616982195,1332476.1616761528,0.9952969278039419,42337.448229917354
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,100.0,8755069.57092015,751478.7623205975,8.583355691616939,6487.846182938274,1334539.7451976014,0.9073242126037888,56221.057294025886
Dhanmondi,Residential,204.0,121860.37384850386,82.35294117647058,319887942.33084536,46853333.83012672,14.64679584004716,384.48375259684104,73510441.19506903,0.91235590685974,3747448.8901807475
Kalyanpur,Commercial,68.0,2845.228977924288,95.58823529411765,179788655.6928409,21755581.59045126,12.100642004698829,7646.337696983128,34153623.858253635,0.8727564848132882,1348932.3902809557
Kalyanpur,Educational,20.0,644.1544803297821,4.999999999999999,31303933.69948343,34551.72185488239,0.11037501608129383,53.638875316357726,115644.69505290191,0.999344499431932,3636.066493541899
Kalyanpur,Government,12.0,520.1446066889106,8.333333333333334,32037803.721434996,0.0,0.0,0.0,646.7858421594415,0.9999589597926213,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,4234985.896126167,11.82958593885869,6993.524863883707,6668315.033529431,0.875590026352288,316835.8131243158
Kalyanpur,Residential,272.0,216332.7081211862,52.5735294117647,416554165.2985567,48962007.87417255,11.754055523386745,226.32734688803876,75503093.43561357,0.9451620472189658,3830126.3451263397
