substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,62.50000000000002,247874096.79793492,3699282.3030429203,1.492403744816687,1048.27197608704,5442468.943092532,0.9850401863352829,229541.37599346053
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,-1054.0811813548735,-0.0019063346310822656,-0.894333023630477,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,-587.9048773220944,-0.0011267476065399793,-0.7328959043928989,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,-1065.0417310166024,-0.0019229786369269635,-6.144625830977424,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,62.49999999999999,8755069.57092015,49078.30850741462,0.5605701714858735,423.71459112380757,93801.71912607232,0.9915938821791325,3680.641574422015
Dhanmondi,Residential,204.0,121860.37384850386,36.764705882352935,319887942.33084536,6983726.461578783,2.1831790253462686,57.30924861810216,9381158.412397407,0.9907078168963669,473069.7537469417
Kalyanpur,Commercial,68.0,2845.228977924288,75.0,179788655.6928409,4216539.193570161,2.3452754442826964,1481.9683147773578,7085270.056274133,0.9704999869817599,268814.0832287009
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,-35840.65590249135,-0.11449249875929422,-55.639845715490985,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,-21642.611344790468,-0.06755335519553861,-41.608835440130854,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,-21776.999792889,-0.11542574140100006,-401.2856363044071,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,154543.092269574,0.4316852136230654,255.20768777940245,338609.00507922407,0.9903605044303092,13743.645224777656
Kalyanpur,Residential,272.0,216332.7081211862,20.588235294117652,416554165.2985567,8757743.899509652,2.102426197858979,40.48275443676182,13114543.428449813,0.9920480004867994,630999.1274024871
