date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.0432,0.01632,True,False,alpha_w,False
2026-06-16,0.1096,0.33487999999999996,True,True,alpha_w,True
2026-06-17,0.5224,0.3017599999999999,True,True,alpha_w,True
2026-06-18,0.52016,0.34528000000000003,True,True,alpha_w,True
2026-06-19,0.13952,0.43263999999999997,True,True,alpha_w,True
2026-06-20,0.5344,0.3032,True,True,alpha_w,True
2026-06-21,0.54832,0.4214399999999999,True,True,alpha_w,True
2026-06-22,0.09824,0.06591999999999998,True,True,alpha_w,True
2026-06-23,0.504,0.35551999999999995,True,True,alpha_w,True
2026-06-24,0.01136,0.037119999999999986,True,False,alpha_w,False
2026-06-25,0.50464,0.39104000000000005,True,True,alpha_w,True
2026-06-26,0.4952,0.38432,True,True,alpha_w,True
2026-06-27,0.00704,0.004799999999999971,False,False,alpha_w,True
2026-06-28,0.02208,0.02288000000000001,True,False,alpha_w,False
2026-06-29,0.0096,0.005920000000000036,False,False,alpha_w,True
2026-06-30,0.00928,0.0036800000000000166,False,False,alpha_w,True
2026-07-01,0.54112,0.41392000000000007,True,True,alpha_w,True
2026-07-02,0.08976,0.08144000000000001,True,True,alpha_w,True
2026-07-03,0.57376,0.45952000000000004,True,True,alpha_w,True
2026-07-04,0.01712,0.03151999999999999,True,False,alpha_w,False
2026-07-05,0.596,0.38768,True,True,alpha_w,True
2026-07-06,0.10448,0.08784000000000003,True,True,alpha_w,True
2026-07-07,0.07632,0.058079999999999965,True,True,alpha_w,True
2026-07-08,0.40928,0.7078400000000001,True,True,alpha_w,True
2026-07-09,0.03984,0.036640000000000006,True,False,alpha_w,False
2026-07-10,0.38064,0.64304,True,True,alpha_w,True
2026-07-11,0.3704,0.65504,True,True,alpha_w,True
2026-07-12,0.05616,0.07440000000000001,True,True,alpha_w,True
2026-07-13,0.0104,0.0035199999999999954,False,False,alpha_w,True
