date,rank,entity_id,kind,substation,chi,pool
2026-06-30,1,KLNC0174-A06,ap,Kalyanpur,0.5022443890274314,PH
2026-06-30,2,KLNC0116-A06,ap,Kalyanpur,0.48100911580691674,PH
2026-06-30,3,KLNC0093-A06,ap,Kalyanpur,0.4553985821136138,PH
2026-06-30,4,KLNC0135-A06,ap,Kalyanpur,0.4538129888636744,PH
2026-06-30,5,KLNC0132-A05,ap,Kalyanpur,0.44747717842296003,PH
2026-06-30,6,KLNC0175-A06,ap,Kalyanpur,0.43711936267813795,PH
2026-06-30,7,KLNC0045-A06,ap,Kalyanpur,0.43275983266390206,PH
2026-06-30,8,KLNC0203-A05,ap,Kalyanpur,0.4275675173004328,PH
2026-06-30,9,KLNC0125-A06,ap,Kalyanpur,0.41096022379629576,PH
2026-06-30,10,KLNC0041-A06,ap,Kalyanpur,0.41089063006564197,PH
2026-06-30,11,KLNC0167-A04,ap,Kalyanpur,0.3975784724336406,PH
2026-06-30,12,KLNC0155-A05,ap,Kalyanpur,0.3942867532087162,PH
2026-06-30,13,KLNC0067-A05,ap,Kalyanpur,0.39380204359151466,PH
2026-06-30,14,KLNC0060-A05,ap,Kalyanpur,0.39112230668576814,PH
2026-06-30,15,KLNC0180-A06,ap,Kalyanpur,0.3844381999554507,PH
2026-06-30,16,KLNC0037-A05,ap,Kalyanpur,0.38271532722234786,PH
2026-06-30,17,KLNC0229-A06,ap,Kalyanpur,0.38207484446566264,PH
2026-06-30,18,KLNC0190-A06,ap,Kalyanpur,0.3776219645543229,PH
2026-06-30,19,KLNC0118-A06,ap,Kalyanpur,0.37762077535514577,PH
2026-06-30,20,KLNC0022-A06,ap,Kalyanpur,0.3745920892800207,PH
2026-06-30,21,KLNC0174-M,mt,Kalyanpur,0.5089775561097257,PH
2026-06-30,22,KLNC0116-M,mt,Kalyanpur,0.48874431282012215,PH
2026-06-30,23,KLNC0132-M,mt,Kalyanpur,0.46730288077798987,PH
2026-06-30,24,KLNC0135-M,mt,Kalyanpur,0.462038205513653,PH
2026-06-30,25,KLNC0093-M,mt,Kalyanpur,0.4603573039172666,PH
2026-06-30,26,KLNC0045-M,mt,Kalyanpur,0.45026474944883516,PH
2026-06-30,27,KLNC0175-M,mt,Kalyanpur,0.44457015638733044,PH
2026-06-30,28,KLNC0203-M,mt,Kalyanpur,0.4343624868718088,PH
2026-06-30,29,KLNC0041-M,mt,Kalyanpur,0.428048609334964,PH
2026-06-30,30,KLNC0125-M,mt,Kalyanpur,0.4212570149445573,PH
2026-06-30,31,KLNC0155-M,mt,Kalyanpur,0.4166147200616123,PH
2026-06-30,32,KLNC0167-M,mt,Kalyanpur,0.40923991957181494,PH
2026-06-30,33,KLNC0060-M,mt,Kalyanpur,0.40471134365290384,PH
2026-06-30,34,KLNC0180-M,mt,Kalyanpur,0.4030905883134098,PH
2026-06-30,35,KLNC0118-M,mt,Kalyanpur,0.39852211024015527,PH
2026-06-30,36,KLNC0190-M,mt,Kalyanpur,0.3956865907311386,PH
2026-06-30,37,KLNC0067-M,mt,Kalyanpur,0.395242578768944,PH
2026-06-30,38,KLNC0229-M,mt,Kalyanpur,0.39478727723021295,PH
2026-06-30,39,KLNC0022-M,mt,Kalyanpur,0.3916246112030744,PH
2026-06-30,40,KLNC0037-M,mt,Kalyanpur,0.3904518798449577,PH
2026-06-30,41,KLNC0120-M,mt,Kalyanpur,0.3881440306195882,PH
2026-06-30,42,KLNC0057-M,mt,Kalyanpur,0.38514965785908983,PH
2026-06-30,43,KLNC0114-M,mt,Kalyanpur,0.3775019516174746,PH
2026-06-30,44,KLNC0233-M,mt,Kalyanpur,0.3752765374391618,PH
2026-06-30,45,KLNC0046-M,mt,Kalyanpur,0.37471246196002983,PH
2026-06-30,46,KLNC0130-M,mt,Kalyanpur,0.37351533258420727,PH
2026-06-30,47,KLNC0020-M,mt,Kalyanpur,0.36465402430209803,PH
2026-06-30,48,KLNC0241-M,mt,Kalyanpur,0.36355557656980886,PH
2026-06-30,49,KLNC0017-M,mt,Kalyanpur,0.3620576063928795,PH
2026-06-30,50,KLNC0181-M,mt,Kalyanpur,0.3606765888307572,PH
2026-06-30,51,SB-Kalyanpur,sb,Kalyanpur,0.8,PH
2026-06-30,52,SB-Dhanmondi,sb,Dhanmondi,0.7970313585121505,PH
