date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.0016,0.0,False,False,alpha_w,True
2026-06-16,0.00064,0.0,False,False,alpha_w,True
2026-06-17,0.55392,0.6553599999999999,True,True,alpha_w,True
2026-06-18,0.55488,0.6553599999999999,True,True,alpha_w,True
2026-06-19,0.00448,0.0,False,False,alpha_w,True
2026-06-20,0.55456,0.6556799999999999,True,True,alpha_w,True
2026-06-21,0.55456,0.6556799999999999,True,True,alpha_w,True
2026-06-22,0.00176,0.0,False,False,alpha_w,True
2026-06-23,0.55488,0.65472,True,True,alpha_w,True
2026-06-24,0.0,0.0,False,False,alpha_w,True
2026-06-25,0.55488,0.65472,True,True,alpha_w,True
2026-06-26,0.55488,0.65472,True,True,alpha_w,True
2026-06-27,0.00192,0.0015999999999999348,False,False,alpha_w,True
2026-06-28,0.00064,0.0006400000000000849,False,False,alpha_w,True
2026-06-29,0.0,0.0,False,False,alpha_w,True
2026-06-30,0.0016,0.003359999999999974,False,False,alpha_w,True
2026-07-01,0.5536,0.65472,True,True,alpha_w,True
2026-07-02,0.00064,0.0,False,False,alpha_w,True
2026-07-03,0.55392,0.65472,True,True,alpha_w,True
2026-07-04,0.0,0.0,False,False,alpha_w,True
2026-07-05,0.55392,0.65472,True,True,alpha_w,True
2026-07-06,0.0,0.0,False,False,alpha_w,True
2026-07-07,0.0,0.0,False,False,alpha_w,True
2026-07-08,0.58144,0.49056,True,True,alpha_w,True
2026-07-09,0.00064,0.0,False,False,alpha_w,True
2026-07-10,0.58128,0.49056,True,True,alpha_w,True
2026-07-11,0.58064,0.49056,True,True,alpha_w,True
2026-07-12,0.0,0.0,False,False,alpha_w,True
2026-07-13,0.0,0.0,False,False,alpha_w,True
