substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3947.7791781371907,98.95833333333333,253436676.67994547,34718148.92466876,13.69894420155803,8794.349267795407,5289193.504647248,0.8652575682653593,215266.30037617037
Dhanmondi,Educational,36.0,1339.6682147589709,0.0,56563591.20709298,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,883.2568552705877,4.999999999999999,53658296.95089395,0.0,0.0,0.0,87.48097038590554,0.9999383785082572,0.0
Dhanmondi,Hospital,36.0,186.94848817055632,0.0,57131585.87714825,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,127.06692605194651,100.0,9043259.067218278,1054931.0747621164,11.665385973362532,8302.168845501525,159862.3035246966,0.8733968731506823,7892.350838006336
Dhanmondi,Residential,204.0,127328.16144682188,68.13725490196077,323541457.34203947,47388665.39107086,14.646860337583513,372.1774103434499,7858658.7257560715,0.9060846072322666,393883.1011822412
Kalyanpur,Commercial,68.0,3183.0908317655144,92.64705882352939,182836406.33848715,22160764.31180635,12.1205424869158,6962.026999246764,3520458.8444682206,0.8726200781052474,137405.53268729142
Kalyanpur,Educational,20.0,763.3200799420495,0.0,31977385.376064204,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,491.666845053339,0.0,32468857.489292156,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,62.701254159669595,0.0,19348800.085097447,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,546.7397162311208,100.0,36689172.69735003,3791182.8408868806,10.333247010393093,6934.163969321466,590932.7122427148,0.8849143109507662,28363.317554235415
Kalyanpur,Residential,272.0,236831.48895911698,41.1764705882353,412026224.0510541,46814711.2786036,11.362070796931313,197.67097476925878,7623107.791885635,0.9414728589842148,398154.8794607322
