date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.00384,0.0044800000000000395,False,False,alpha_w,True
2026-06-16,0.02224,0.013759999999999998,True,False,alpha_w,False
2026-06-17,0.5536,0.35456000000000004,True,True,alpha_w,True
2026-06-18,0.56688,0.34336000000000005,True,True,alpha_w,True
2026-06-19,0.02656,0.0168,True,False,alpha_w,False
2026-06-20,0.54736,0.36048,True,True,alpha_w,True
2026-06-21,0.55072,0.2784,True,True,alpha_w,True
2026-06-22,0.08736,0.4504,True,True,alpha_w,True
2026-06-23,0.56528,0.3376,True,True,alpha_w,True
2026-06-24,0.0024,0.00047999999999992493,False,False,alpha_w,True
2026-06-25,0.56576,0.33744,True,True,alpha_w,True
2026-06-26,0.56592,0.3304,True,True,alpha_w,True
2026-06-27,0.00272,0.0020799999999999708,False,False,alpha_w,True
2026-06-28,0.01312,0.012799999999999978,True,False,alpha_w,False
2026-06-29,0.00496,0.006399999999999961,False,False,alpha_w,True
2026-06-30,0.0032,0.0033600000000000296,False,False,alpha_w,True
2026-07-01,0.556,0.33024,True,True,alpha_w,True
2026-07-02,0.0144,0.008959999999999968,False,False,alpha_w,True
2026-07-03,0.54608,0.32848,True,True,alpha_w,True
2026-07-04,0.00736,0.01152000000000003,True,False,alpha_w,False
2026-07-05,0.56384,0.32864000000000004,True,True,alpha_w,True
2026-07-06,0.00784,0.006079999999999974,False,False,alpha_w,True
2026-07-07,0.01648,0.014559999999999906,True,False,alpha_w,False
2026-07-08,0.53728,0.34575999999999996,True,True,alpha_w,True
2026-07-09,0.00096,0.0,False,False,alpha_w,True
2026-07-10,0.44784,0.2048000000000001,True,True,alpha_w,True
2026-07-11,0.44784,0.2048000000000001,True,True,alpha_w,True
2026-07-12,0.03552,0.0,False,False,alpha_w,True
2026-07-13,0.01088,0.0,False,False,alpha_w,True
