substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,68.75000000000001,247874096.79793492,3887041.348780465,1.568151492630209,1101.4775791689167,5629778.891096555,0.9852617816413654,241011.98839164607
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,74.99999999999999,8755069.57092015,56969.87679711831,0.6507072997608495,491.8459659182799,97944.76994030736,0.9928011106053964,4262.138689792959
Dhanmondi,Residential,204.0,121860.37384850386,43.62745098039215,319887942.33084536,7329348.838941693,2.291223853433427,60.145464907677855,9753785.583355565,0.990790618882721,500884.3103660998
Kalyanpur,Commercial,68.0,2845.228977924288,80.88235294117648,179788655.6928409,4838254.478163949,2.691078844501648,1700.4798262998347,7895934.1764831925,0.9681260891712649,299990.9770686972
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,183704.43389698822,0.5131415880562039,303.3638263682174,338609.00507922407,0.9903605044303092,13743.645224777656
Kalyanpur,Residential,272.0,216332.7081211862,22.05882352941176,416554165.2985567,9415994.603775473,2.26044903356728,43.5255245753258,12704072.886575274,0.9932167868429659,648651.715869636
