date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.00384,0.0012800000000000589,False,False,alpha_w,True
2026-06-16,0.01504,0.011840000000000073,True,False,alpha_w,False
2026-06-17,0.52896,0.44799999999999995,True,True,alpha_w,True
2026-06-18,0.53984,0.4561599999999999,True,True,alpha_w,True
2026-06-19,0.01584,0.016479999999999828,True,False,alpha_w,False
2026-06-20,0.52576,0.4401600000000001,True,True,alpha_w,True
2026-06-21,0.5424,0.46272,True,True,alpha_w,True
2026-06-22,0.0072,0.0046399999999999775,False,False,alpha_w,True
2026-06-23,0.5424,0.46176000000000006,True,True,alpha_w,True
2026-06-24,0.00224,0.00048000000000003595,False,False,alpha_w,True
2026-06-25,0.5384,0.45696000000000014,True,True,alpha_w,True
2026-06-26,0.5384,0.4568000000000001,True,True,alpha_w,True
2026-06-27,0.00144,0.00031999999999998696,False,False,alpha_w,True
2026-06-28,0.00592,0.005599999999999994,False,False,alpha_w,True
2026-06-29,0.00592,0.0040000000000000036,False,False,alpha_w,True
2026-06-30,0.00848,0.005919999999999925,False,False,alpha_w,True
2026-07-01,0.5616,0.3126399999999999,True,True,alpha_w,True
2026-07-02,0.004,0.0040000000000000036,False,False,alpha_w,True
2026-07-03,0.56144,0.31248,True,True,alpha_w,True
2026-07-04,0.00304,0.003039999999999987,False,False,alpha_w,True
2026-07-05,0.56672,0.31552,True,True,alpha_w,True
2026-07-06,0.00464,0.006879999999999997,False,False,alpha_w,True
2026-07-07,0.01408,0.005920000000000036,False,False,alpha_w,True
2026-07-08,0.52784,0.33264000000000005,True,True,alpha_w,True
2026-07-09,0.00096,0.0,False,False,alpha_w,True
2026-07-10,0.51152,0.34368,True,True,alpha_w,True
2026-07-11,0.51152,0.34368,True,True,alpha_w,True
2026-07-12,0.01184,0.0,False,False,alpha_w,True
2026-07-13,0.01088,0.0,False,False,alpha_w,True
