substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,59.375000000000014,247874096.79793492,2640433.8541444754,1.0652318609543687,748.2242735933836,4819690.419644444,0.9904021029707413,163717.3768690775
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,62.49999999999999,8755069.57092015,38321.71454775749,0.43770885242354396,330.8481914838858,83828.43750101938,0.9952183674576287,2866.996936202967
Dhanmondi,Residential,204.0,121860.37384850386,37.25490196078431,319887942.33084536,5481408.345946629,1.7135401559704495,44.981056374905634,9162751.853776693,0.9933129627333016,371025.5742658033
Kalyanpur,Commercial,68.0,2845.228977924288,69.11764705882355,179788655.6928409,3181642.552378108,1.7696570120718687,1118.237785803534,6760902.335971596,0.9764277164892343,197274.46381312673
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,169893.5981619361,0.4745637811348861,280.5570389377208,408314.98173974524,0.9907263022248842,12710.402735341082
Kalyanpur,Residential,272.0,216332.7081211862,20.955882352941178,416554165.2985567,7162493.587996107,1.7194627216997183,33.10869470548942,12683506.201869223,0.9947307559233648,495124.3016552832
