consumer_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained,saving_per_discomfort,participated
DHNC0001,Dhanmondi,Residential,Res-A,624.1576541510876,0.48811259340679575,1.6288542526025491,20.445468599887178,0.336160097220683,LT-A,55.96451528617314,47.56983799324717,0.0,8.394677292925971,0,65,171.63311099870387,16.782231165779095,3,upper-middle,174354.85781382807,4,3.2250754981153147,2.7176747895038935,6.181,840.0273744454589,697.2410371128609,16.782231165779095,15.01,3,10.0,559.6451528617314,475.6983799324717,6356.569531677317,5033.52641692572,0.0,5794.273744454588,4534.2326827864,11.358214216942931,10.581340255226976,401-600,401-600,1323.0431147515974,20.813791277800814,142.786337332598,8.39467729292597,14.999999999999996,0.5074007086114212,15.73298699233362,0.85,True,1168.1922349186727,True,7.708554060769711,True
DHNC0002,Dhanmondi,Residential,Res-C,624.1576541510876,0.16751650571588522,3.435802022763606,34.865609513673476,0.3952227202324324,LT-A,5.316193159770774,5.316193159770774,0.0,0.0,0,0,0.0,0.0,0,lower-middle,13466.875557381318,4,0.6367998302788257,0.6367998302788257,1.0005,32.85407372738338,32.85407372738338,0.0,6.18,3,10.0,53.161931597707735,53.161931597707735,389.08982413752545,389.08982413752545,0.0,328.54073727383377,328.54073727383377,7.318955734751791,7.318955734751791,1-75,1-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0003,Dhanmondi,Residential,Res-B,624.1576541510876,0.24267771006716132,1.902271623302216,12.764230591482916,0.4095113664584127,LT-A,14.509114092255952,12.332746978417557,0.0,2.1763671138383933,0,61,27.7796516927534,4.3521594546829725,3,middle,37403.4718797451,5,1.6557573337846225,1.5753443268576,2.2145,123.32746978417559,100.47618986186629,4.3521594546829725,8.5,3,10.0,145.09114092255953,123.32746978417558,1209.897882733844,1015.6571178237671,0.0,1059.274697841756,874.2834931654925,8.338881857573998,8.235449244204704,76-200,76-200,194.2407649100769,16.054310672168224,22.851279922309303,2.1763671138383955,15.000000000000018,0.08041300692702258,4.856569576123801,0.85,True,170.8132726720065,True,6.9921958366651,True
DHNC0004,Dhanmondi,Residential,Res-C,624.1576541510876,0.17573881203669525,2.524259063390713,30.78434477752136,0.2871561615354153,LT-A,17.11424794973775,17.11424794973775,0.0,0.0,0,0,0.0,0.0,0,lower-middle,18000.40864776403,4,1.3664589031859213,1.3664589031859213,2.9354,145.47110757277088,145.47110757277088,0.0,8.5,3,10.0,171.14247949737748,171.14247949737748,1474.1977695140943,1474.1977695140943,0.0,1280.7110757277087,1280.7110757277087,8.613862401921578,8.613862401921578,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0005,Dhanmondi,Residential,Res-B,624.1576541510876,0.31821449115831296,1.251498681288837,16.44534998854809,0.4396689300965624,LT-A,14.621193892279077,12.428014808437217,0.0,2.193179083841861,0,59,36.06759762134267,4.385432277567672,3,middle,45089.15300830378,5,0.42997168204405556,0.42997168204405556,0.5004,124.28014808437216,101.25269359414865,4.385432277567672,8.5,3,10.0,146.21193892279078,124.28014808437217,1144.3091948859076,948.5679616530217,0.0,1068.8014808437215,882.3812587171635,7.826373162934224,7.632497838746147,76-200,76-200,195.74123323288586,17.105624433298562,23.027454490223505,2.1931790838418603,14.999999999999991,0.0,0.0,0.8500000000000001,True,164.05906788911085,True,5.427066013319883,True
DHNC0006,Dhanmondi,Residential,Res-A,624.1576541510876,0.5119040979316096,2.188324479675829,18.70289060740381,0.38978441997885555,LT-A,42.38747313710526,36.029352166539475,0.0,6.358120970565789,0,65,118.91524098113209,12.712008362005243,3,upper-middle,71566.17369647385,4,2.065282507511104,1.7121565468013829,4.765899999999999,636.23597178795,528.0885676577523,12.712008362005243,15.01,3,10.0,423.8747313710526,360.29352166539474,4154.353893773474,3377.0010523421524,0.0,3756.359717879499,3016.0236784210974,9.800900092194514,9.372916384209594,401-600,301-400,777.3528414313214,18.711762678581962,108.14740413019774,6.3581209705657855,14.999999999999991,0.35312596070972124,17.098191623928365,0.85,True,671.1496088121945,True,6.537032890129378,True
DHNC0007,Dhanmondi,Residential,Res-A,624.1576541510876,0.5005028170648765,2.0026000638373334,16.378962202385537,0.32257640996409576,LT-A,28.15176133117661,23.928997131500118,0.0,4.222764199676492,0,73,69.16449521608807,8.442640497241552,3,upper-middle,191024.38027519392,5,1.144513546158374,1.1426467813907268,3.0696,256.1810281137071,209.3112333994095,8.442640497241552,9.1,3,10.0,281.51761331176607,239.2899713150012,2516.570155193925,2113.085035914836,0.0,2267.8102811370713,1883.538738966511,8.939299127997916,8.830646032938724,201-300,201-300,403.48511927908885,16.033136149466756,46.8697947142976,4.22276419967649,14.999999999999996,0.0018667647676471333,0.16310551971298526,0.85,True,342.7632645602423,True,5.833702942795942,True
DHNC0008,Dhanmondi,Residential,Res-B,624.1576541510876,0.40366424594913736,1.4376210206385707,18.92278205980839,0.39434358339972053,LT-A,24.708858654155147,21.002529856031877,0.0,3.706328798123272,0,70,70.13405208887824,7.41043917310647,3,middle,35586.75840057057,4,0.9456506272187329,0.9445540565059052,3.1855,224.85061375281185,183.71258251678358,7.41043917310647,9.1,3,10.0,247.08858654155148,210.0252985603188,2192.7119944045244,1838.5722777438461,0.0,1954.5061375281184,1617.230216898901,8.87419376627414,8.754051489734282,201-300,201-300,354.13971666067823,16.1507629622308,41.13803123602827,3.7063287981232698,14.99999999999999,0.0010965707128277602,0.11595939147768564,0.85,True,291.4161037449064,True,5.049468925763627,True
DHNC0009,Dhanmondi,Residential,Res-C,624.1576541510876,0.18526330769181754,2.6216301769169332,35.588139728700725,0.32070198115000986,LT-A,8.175668352220832,8.175668352220832,0.0,0.0,0,0,0.0,0.0,0,lower-middle,17549.61363711169,3,0.6529261801144254,0.6529261801144254,2.6647,69.49318099387706,69.49318099387706,0.0,8.5,3,10.0,81.75668352220832,81.75668352220832,664.4916704357091,664.4916704357091,0.0,520.9318099387707,520.9318099387707,8.127673993224139,8.127673993224139,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0010,Dhanmondi,Residential,Res-B,624.1576541510876,0.3662534609067982,2.1483498639508403,20.410545414071773,0.2756087059103804,LT-A,14.00156482663936,13.014455880252855,0.0,0.9871089463865028,0,42,20.147431978858258,2.9613268391595087,2,middle,31375.265750045997,4,0.9377536201462715,0.9377536201462715,1.79,119.01330102643456,107.66154814298977,2.9613268391595087,8.5,3,10.0,140.0156482663936,130.14455880252856,1145.8786607775628,1057.7791873125675,0.0,1016.1330102643457,932.2287498214928,8.183932831546196,8.127725023967855,76-200,76-200,88.0994734649953,7.688377179937476,11.351752883444789,0.9871089463865044,7.049990187585549,0.0,0.0,0.9295000981241446,True,70.91336832529655,True,4.372739590705288,True
