date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.00176,0.0,False,False,alpha_w,True
2026-06-16,0.4008,0.34448,True,True,alpha_w,True
2026-06-17,0.85648,0.28352,True,True,alpha_w,True
2026-06-18,0.54176,0.6279999999999999,True,True,alpha_w,True
2026-06-19,0.40864,0.34448,True,True,alpha_w,True
2026-06-20,0.85488,0.2841600000000001,True,True,alpha_w,True
2026-06-21,0.544,0.62864,True,True,alpha_w,True
2026-06-22,0.00448,0.0,False,False,alpha_w,True
2026-06-23,0.54336,0.6279999999999999,True,True,alpha_w,True
2026-06-24,0.00096,0.000320000000000098,False,False,alpha_w,True
2026-06-25,0.54336,0.6279999999999999,True,True,alpha_w,True
2026-06-26,0.544,0.62864,True,True,alpha_w,True
2026-06-27,0.00192,0.0006400000000000849,False,False,alpha_w,True
2026-06-28,0.00192,0.0040000000000000036,False,False,alpha_w,True
2026-06-29,0.0016,0.00384000000000001,False,False,alpha_w,True
2026-06-30,0.00256,0.0019199999999999218,False,False,alpha_w,True
2026-07-01,0.53968,0.62864,True,True,alpha_w,True
2026-07-02,0.0,0.0,False,False,alpha_w,True
2026-07-03,0.53952,0.6279999999999999,True,True,alpha_w,True
2026-07-04,0.0,0.0,False,False,alpha_w,True
2026-07-05,0.53952,0.6279999999999999,True,True,alpha_w,True
2026-07-06,0.0,0.0,False,False,alpha_w,True
2026-07-07,0.0,0.0,False,False,alpha_w,True
2026-07-08,0.59104,0.49040000000000006,True,True,alpha_w,True
2026-07-09,0.00064,0.0,False,False,alpha_w,True
2026-07-10,0.59072,0.49040000000000006,True,True,alpha_w,True
2026-07-11,0.59008,0.49040000000000006,True,True,alpha_w,True
2026-07-12,0.0,0.0,False,False,alpha_w,True
2026-07-13,0.0,0.0,False,False,alpha_w,True
