date,rank,entity_id,kind,substation,chi,pool
2026-06-14,1,KLNC0174-A06,ap,Kalyanpur,0.2511221945137157,PH
2026-06-14,2,KLNC0116-A06,ap,Kalyanpur,0.2333530323261559,PH
2026-06-14,3,KLNC0093-A06,ap,Kalyanpur,0.21190454554486868,PH
2026-06-14,4,KLNC0135-A06,ap,Kalyanpur,0.2105578863674762,PH
2026-06-14,5,KLNC0132-A05,ap,Kalyanpur,0.2056307835231201,PH
2026-06-14,6,KLNC0175-A06,ap,Kalyanpur,0.19688375276776052,PH
2026-06-14,7,KLNC0045-A06,ap,Kalyanpur,0.19331392487598373,PH
2026-06-14,8,KLNC0203-A05,ap,Kalyanpur,0.18905454913126243,PH
2026-06-14,9,DHNC0122-A05,ap,Dhanmondi,0.18311737268395026,PH
2026-06-14,10,KLNC0041-A06,ap,Kalyanpur,0.17505542255994835,PH
2026-06-14,11,KLNC0125-A06,ap,Kalyanpur,0.17497289111368808,PH
2026-06-14,12,DHNC0267-A03,ap,Dhanmondi,0.1697167197245729,PH
2026-06-14,13,DHNC0001-A06,ap,Dhanmondi,0.169438142915343,PH
2026-06-14,14,KLNC0167-A04,ap,Kalyanpur,0.16399824343257335,PH
2026-06-14,15,KLNC0155-A05,ap,Kalyanpur,0.16106107391772856,PH
2026-06-14,16,KLNC0067-A05,ap,Kalyanpur,0.16089652476540706,PH
2026-06-14,17,DHNC0021-A06,ap,Dhanmondi,0.15792013757065598,PH
2026-06-14,18,KLNC0060-A05,ap,Kalyanpur,0.157887092337684,PH
2026-06-14,19,DHNC0185-A05,ap,Dhanmondi,0.1578660664633134,PH
2026-06-14,20,KLNC0180-A06,ap,Kalyanpur,0.15286182177163354,PH
2026-06-14,21,KLNC0174-M,mt,Kalyanpur,0.25448877805486286,PH
2026-06-14,22,KLNC0116-M,mt,Kalyanpur,0.23755437804491783,PH
2026-06-14,23,KLNC0132-M,mt,Kalyanpur,0.22041536660522754,PH
2026-06-14,24,KLNC0135-M,mt,Kalyanpur,0.21516662983514634,PH
2026-06-14,25,KLNC0093-M,mt,Kalyanpur,0.21379368270028343,PH
2026-06-14,26,KLNC0045-M,mt,Kalyanpur,0.20566143039667611,PH
2026-06-14,27,KLNC0175-M,mt,Kalyanpur,0.20084845753290453,PH
2026-06-14,28,DHNC0122-M,mt,Dhanmondi,0.19273873499046693,PH
2026-06-14,29,KLNC0203-M,mt,Kalyanpur,0.1927225975060268,PH
2026-06-14,30,KLNC0041-M,mt,Kalyanpur,0.18711241541037885,PH
2026-06-14,31,DHNC0001-M,mt,Dhanmondi,0.18668493639443898,PH
2026-06-14,32,DHNC0267-M,mt,Dhanmondi,0.1853415986661401,PH
2026-06-14,33,KLNC0125-M,mt,Kalyanpur,0.18130780969742996,PH
2026-06-14,34,KLNC0155-M,mt,Kalyanpur,0.1776644947413515,PH
2026-06-14,35,KLNC0167-M,mt,Kalyanpur,0.17197369171777896,PH
2026-06-14,36,DHNC0185-M,mt,Dhanmondi,0.1709111281212122,PH
2026-06-14,37,DHNC0021-M,mt,Dhanmondi,0.16761055314928666,PH
2026-06-14,38,KLNC0060-M,mt,Kalyanpur,0.16719077874627616,PH
2026-06-14,39,KLNC0180-M,mt,Kalyanpur,0.16615529681563512,PH
2026-06-14,40,DHNC0051-M,mt,Dhanmondi,0.16386542098747156,PH
2026-06-14,41,DHNC0065-M,mt,Dhanmondi,0.16385339244651592,PH
2026-06-14,42,KLNC0118-M,mt,Kalyanpur,0.16250860608425108,PH
2026-06-14,43,KLNC0067-M,mt,Kalyanpur,0.16009856690624363,PH
2026-06-14,44,KLNC0190-M,mt,Kalyanpur,0.15975649386202806,PH
2026-06-14,45,DHNC0028-M,mt,Dhanmondi,0.15941832088431918,PH
2026-06-14,46,KLNC0229-M,mt,Kalyanpur,0.15919285286941667,PH
2026-06-14,47,DHNC0029-M,mt,Dhanmondi,0.15733923989889595,PH
2026-06-14,48,KLNC0037-M,mt,Kalyanpur,0.15624536503892475,PH
2026-06-14,49,KLNC0022-M,mt,Kalyanpur,0.1560395122364421,PH
2026-06-14,50,DHNC0285-M,mt,Dhanmondi,0.15506819377146122,PH
2026-06-14,51,SB-Dhanmondi,sb,Dhanmondi,0.8,PH
2026-06-14,52,SB-Kalyanpur,sb,Kalyanpur,0.3752186245943454,PH
2026-06-15,1,KLNC0174-A06,ap,Kalyanpur,0.2511221945137157,PH
2026-06-15,2,KLNC0116-A06,ap,Kalyanpur,0.23325561892343116,PH
2026-06-15,3,KLNC0093-A06,ap,Kalyanpur,0.21180145374446047,PH
2026-06-15,4,KLNC0135-A06,ap,Kalyanpur,0.21049956857849883,PH
2026-06-15,5,KLNC0132-A05,ap,Kalyanpur,0.20596557109485344,PH
2026-06-15,6,KLNC0175-A06,ap,Kalyanpur,0.1970025978270847,PH
2026-06-15,7,KLNC0045-A06,ap,Kalyanpur,0.19351493777554601,PH
2026-06-15,8,KLNC0203-A05,ap,Kalyanpur,0.18927091143175354,PH
2026-06-15,9,DHNC0122-A05,ap,Dhanmondi,0.1838899892472665,PH
2026-06-15,10,KLNC0041-A06,ap,Kalyanpur,0.17529981214502374,PH
2026-06-15,11,KLNC0125-A06,ap,Kalyanpur,0.17481310268910158,PH
2026-06-15,12,DHNC0267-A03,ap,Dhanmondi,0.1708016432527078,PH
2026-06-15,13,DHNC0001-A06,ap,Dhanmondi,0.16972010826827383,PH
2026-06-15,14,KLNC0167-A04,ap,Kalyanpur,0.1641925457009063,PH
2026-06-15,15,KLNC0155-A05,ap,Kalyanpur,0.16098989652110557,PH
2026-06-15,16,KLNC0067-A05,ap,Kalyanpur,0.1609797353783437,PH
2026-06-15,17,DHNC0021-A06,ap,Dhanmondi,0.15809849828414368,PH
2026-06-15,18,DHNC0185-A05,ap,Dhanmondi,0.15800896429610137,PH
2026-06-15,19,KLNC0060-A05,ap,Kalyanpur,0.1570193972855247,PH
2026-06-15,20,KLNC0180-A06,ap,Kalyanpur,0.15288836646818857,PH
2026-06-15,21,KLNC0174-M,mt,Kalyanpur,0.25448877805486286,PH
2026-06-15,22,KLNC0116-M,mt,Kalyanpur,0.2374566144861804,PH
2026-06-15,23,KLNC0132-M,mt,Kalyanpur,0.2207700705476014,PH
2026-06-15,24,KLNC0135-M,mt,Kalyanpur,0.215107966164243,PH
2026-06-15,25,KLNC0093-M,mt,Kalyanpur,0.21369131350595283,PH
2026-06-15,26,KLNC0045-M,mt,Kalyanpur,0.20587183642238616,PH
2026-06-15,27,KLNC0175-M,mt,Kalyanpur,0.2009676657061771,PH
2026-06-15,28,DHNC0122-M,mt,Dhanmondi,0.1935055194373814,PH
2026-06-15,29,KLNC0203-M,mt,Kalyanpur,0.192939737528662,PH
2026-06-15,30,KLNC0041-M,mt,Kalyanpur,0.18736901569003564,PH
2026-06-15,31,DHNC0001-M,mt,Dhanmondi,0.18697526340862675,PH
2026-06-15,32,DHNC0267-M,mt,Dhanmondi,0.18649294409406034,PH
2026-06-15,33,KLNC0125-M,mt,Kalyanpur,0.18114529303770044,PH
2026-06-15,34,KLNC0155-M,mt,Kalyanpur,0.17758726010222292,PH
2026-06-15,35,KLNC0167-M,mt,Kalyanpur,0.17217438458911422,PH
2026-06-15,36,DHNC0185-M,mt,Dhanmondi,0.1710559521469296,PH
2026-06-15,37,DHNC0021-M,mt,Dhanmondi,0.16778583646728645,PH
2026-06-15,38,KLNC0060-M,mt,Kalyanpur,0.1662881513268121,PH
2026-06-15,39,KLNC0180-M,mt,Kalyanpur,0.16618357808112366,PH
2026-06-15,40,DHNC0051-M,mt,Dhanmondi,0.1647850818398256,PH
2026-06-15,41,DHNC0065-M,mt,Dhanmondi,0.16364043480641588,PH
2026-06-15,42,KLNC0118-M,mt,Kalyanpur,0.1626709967633791,PH
2026-06-15,43,KLNC0067-M,mt,Kalyanpur,0.1601798034356239,PH
2026-06-15,44,DHNC0028-M,mt,Dhanmondi,0.1598720411869651,PH
2026-06-15,45,KLNC0190-M,mt,Kalyanpur,0.1595107840514155,PH
2026-06-15,46,KLNC0229-M,mt,Kalyanpur,0.15898381226909203,PH
2026-06-15,47,DHNC0029-M,mt,Dhanmondi,0.15754388727876695,PH
2026-06-15,48,KLNC0037-M,mt,Kalyanpur,0.15683157621778962,PH
2026-06-15,49,DHNC0285-M,mt,Dhanmondi,0.15625581054252474,PH
2026-06-15,50,KLNC0022-M,mt,Kalyanpur,0.15533370804565055,PH
2026-06-15,51,SB-Dhanmondi,sb,Dhanmondi,0.8,PH
2026-06-15,52,SB-Kalyanpur,sb,Kalyanpur,0.3722290770204533,PH
2026-06-16,1,KLNC0174-A06,ap,Kalyanpur,0.2511221945137157,PH
2026-06-16,2,KLNC0116-A06,ap,Kalyanpur,0.23323779226595132,PH
2026-06-16,3,KLNC0093-A06,ap,Kalyanpur,0.21277489253205806,PH
2026-06-16,4,KLNC0135-A06,ap,Kalyanpur,0.2120662123209248,PH
2026-06-16,5,KLNC0132-A05,ap,Kalyanpur,0.206959241265627,PH
2026-06-16,6,KLNC0175-A06,ap,Kalyanpur,0.19753483100887384,PH
2026-06-16,7,KLNC0045-A06,ap,Kalyanpur,0.194068655586938,PH
2026-06-16,8,KLNC0203-A05,ap,Kalyanpur,0.18924491505020605,PH
2026-06-16,9,DHNC0122-A05,ap,Dhanmondi,0.1839190469555188,PH
2026-06-16,10,KLNC0041-A06,ap,Kalyanpur,0.17647773194483285,PH
2026-06-16,11,KLNC0125-A06,ap,Kalyanpur,0.17440919777995034,PH
2026-06-16,12,DHNC0001-A06,ap,Dhanmondi,0.17035426934475115,PH
2026-06-16,13,DHNC0267-A03,ap,Dhanmondi,0.17012982743801927,PH
2026-06-16,14,KLNC0167-A04,ap,Kalyanpur,0.16467480162824352,PH
2026-06-16,15,KLNC0155-A05,ap,Kalyanpur,0.16141960241712605,PH
2026-06-16,16,KLNC0067-A05,ap,Kalyanpur,0.1602085110540152,PH
2026-06-16,17,DHNC0185-A05,ap,Dhanmondi,0.157821299083521,PH
2026-06-16,18,DHNC0021-A06,ap,Dhanmondi,0.1577745909704581,PH
2026-06-16,19,KLNC0060-A05,ap,Kalyanpur,0.15685927712496134,PH
2026-06-16,20,KLNC0180-A06,ap,Kalyanpur,0.15393771750225702,PH
2026-06-16,21,KLNC0174-M,mt,Kalyanpur,0.25448877805486286,PH
2026-06-16,22,KLNC0116-M,mt,Kalyanpur,0.2374387237501331,PH
2026-06-16,23,KLNC0132-M,mt,Kalyanpur,0.22182285373536384,PH
2026-06-16,24,KLNC0135-M,mt,Kalyanpur,0.21668390164705362,PH
2026-06-16,25,KLNC0093-M,mt,Kalyanpur,0.21465792912447854,PH
2026-06-16,26,KLNC0045-M,mt,Kalyanpur,0.2064514288978619,PH
2026-06-16,27,KLNC0175-M,mt,Kalyanpur,0.2015015250497366,PH
2026-06-16,28,DHNC0122-M,mt,Dhanmondi,0.1935343578027605,PH
2026-06-16,29,KLNC0203-M,mt,Kalyanpur,0.19291364770217725,PH
2026-06-16,30,KLNC0041-M,mt,Kalyanpur,0.18860578913908038,PH
2026-06-16,31,DHNC0001-M,mt,Dhanmondi,0.18762823048395716,PH
2026-06-16,32,DHNC0267-M,mt,Dhanmondi,0.18577999793095537,PH
2026-06-16,33,KLNC0125-M,mt,Kalyanpur,0.18073449183696597,PH
2026-06-16,34,KLNC0155-M,mt,Kalyanpur,0.1780535342480216,PH
2026-06-16,35,KLNC0167-M,mt,Kalyanpur,0.17267250191736855,PH
2026-06-16,36,DHNC0185-M,mt,Dhanmondi,0.17086575729902506,PH
2026-06-16,37,DHNC0021-M,mt,Dhanmondi,0.16746751777727337,PH
2026-06-16,38,KLNC0180-M,mt,Kalyanpur,0.16730157824826203,PH
2026-06-16,39,KLNC0060-M,mt,Kalyanpur,0.16612158491966966,PH
2026-06-16,40,DHNC0051-M,mt,Dhanmondi,0.16523621543513367,PH
