date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.0,0.0,False,False,alpha_w,True
2026-06-16,0.0,0.0,False,False,alpha_w,True
2026-06-17,0.59568,0.5971199999999999,True,True,alpha_w,True
2026-06-18,0.59568,0.5971199999999999,True,True,alpha_w,True
2026-06-19,0.0,0.0,False,False,alpha_w,True
2026-06-20,0.59568,0.5975999999999999,True,True,alpha_w,True
2026-06-21,0.59568,0.5975999999999999,True,True,alpha_w,True
2026-06-22,0.0,0.0,False,False,alpha_w,True
2026-06-23,0.59568,0.59664,True,True,alpha_w,True
2026-06-24,0.00032,0.00031999999999998696,False,False,alpha_w,True
2026-06-25,0.59568,0.59664,True,True,alpha_w,True
2026-06-26,0.596,0.5964799999999999,True,True,alpha_w,True
2026-06-27,0.0008,0.000160000000000049,False,False,alpha_w,True
2026-06-28,0.004,0.0040000000000000036,False,False,alpha_w,True
2026-06-29,0.004,0.0040000000000000036,False,False,alpha_w,True
2026-06-30,0.00656,0.005919999999999981,False,False,alpha_w,True
2026-07-01,0.5616,0.2774399999999999,True,True,alpha_w,True
2026-07-02,0.004,0.0040000000000000036,False,False,alpha_w,True
2026-07-03,0.56144,0.2774399999999999,True,True,alpha_w,True
2026-07-04,0.00304,0.003039999999999987,False,False,alpha_w,True
2026-07-05,0.5664,0.28047999999999995,True,True,alpha_w,True
2026-07-06,0.00464,0.006879999999999997,False,False,alpha_w,True
2026-07-07,0.01408,0.005920000000000036,False,False,alpha_w,True
2026-07-08,0.532,0.34624,True,True,alpha_w,True
2026-07-09,0.00096,0.0,False,False,alpha_w,True
2026-07-10,0.48912,0.49216000000000004,True,True,alpha_w,True
2026-07-11,0.49248,0.49216000000000004,True,True,alpha_w,True
2026-07-12,0.01184,0.0,False,False,alpha_w,True
2026-07-13,0.01088,0.0,False,False,alpha_w,True
