substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,97.91666666666669,247874096.79793492,32791321.52702584,13.229023101093569,9292.133067910403,49770461.92996478,0.8726706021122018,2033192.0589673766
Dhanmondi,Educational,36.0,1178.6226757857057,5.555555555555554,55293607.12271432,380732.5900894081,0.6885652969690328,323.0317877904395,1266996.9212309835,0.9965565929868578,40066.57091180304
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,100.0,8755069.57092015,727970.5575493717,8.314846063214809,6284.889527021947,1277583.920741248,0.9098418161488782,54462.31680315501
Dhanmondi,Residential,204.0,121860.37384850386,70.09803921568626,319887942.33084536,46312390.198220566,14.477691738165547,380.04470801801307,72280031.40567473,0.9147497280787872,3689538.592474917
Kalyanpur,Commercial,68.0,2845.228977924288,91.1764705882353,179788655.6928409,21508006.137508813,11.96293840377452,7559.3234514291335,33704400.36961283,0.8740313474337251,1333581.729756251
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,4232725.731920912,11.823272622272096,6989.792498545638,6664718.024595852,0.875590026352288,316666.7214245249
Kalyanpur,Residential,272.0,216332.7081211862,39.33823529411764,416554165.2985567,46968702.10118626,11.275532935200012,217.11327200173136,71310325.60795288,0.9510791248388952,3610776.9484259374
