substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,36.45833333333333,247874096.79793492,2726309.2885473566,1.0998766405066616,772.558942846604,3835518.8723132354,0.9898930171138138,169041.99457758915
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,0.0,0.0,0.0,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,25.0,8755069.57092015,23697.787628819322,0.27067503503948404,204.5934079852614,41992.909369501154,0.9975831903413078,1772.9239239007336
Dhanmondi,Residential,204.0,121860.37384850386,26.960784313725483,319887942.33084536,6122547.999007835,1.9139664828865497,50.242320827107854,7848004.229564064,0.9928052222407737,408169.2227743398
Kalyanpur,Commercial,68.0,2845.228977924288,69.11764705882355,179788655.6928409,3392368.6348413965,1.8868646755093785,1192.3007466753236,5585630.70474931,0.9757358885513274,210340.3171404633
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,0.0,0.0,0.0,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,93.75000000000003,35799950.37877679,159661.15277770805,0.4459814918412838,263.6594947739045,295454.26660157513,0.9911297596790172,11944.873585284866
Kalyanpur,Residential,272.0,216332.7081211862,12.867647058823533,416554165.2985567,7992781.133136255,1.9187855503515592,36.94670677657686,10134948.063593457,0.995048413292578,522943.0972230255
