substation,category,n_reps,connections,participation_pct,bill_baseline_tk,saving_tk,saving_pct,mean_saving_per_connection_tk,discomfort_tk,qoe_mean,curtailed_kwh
Dhanmondi,Commercial,96.0,3528.933699870044,68.75000000000001,247874096.79793492,3884275.183237225,1.5670355367562494,1100.693726090764,5742178.778602227,0.9839846868694903,241011.98839164607
Dhanmondi,Educational,36.0,1178.6226757857057,0.0,55293607.12271432,-1056.8646816747914,-0.001911368667501233,-0.8966946787870455,0.0,1.0,0.0
Dhanmondi,Government,20.0,802.1669568601163,0.0,52177157.857688725,-589.457351119717,-0.0011297229962725073,-0.7348312543650535,0.0,1.0,0.0
Dhanmondi,Hospital,36.0,173.32898052918324,0.0,55385000.67367382,-1067.8541747381535,-0.001928056624987525,-6.160851875306333,0.0,1.0,0.0
Dhanmondi,Industrial,8.0,115.82869586163048,74.99999999999999,8755069.57092015,56850.68369458834,0.6493458816525814,490.8169195179616,109552.86782098353,0.9896177916738764,4262.138689792959
Dhanmondi,Residential,204.0,121860.37384850386,43.62745098039215,319887942.33084536,7323283.600860855,2.289327802573665,60.095692878516196,9948365.413579049,0.9899595603967984,500884.3103660998
Kalyanpur,Commercial,68.0,2845.228977924288,80.88235294117648,179788655.6928409,4721621.232958661,2.6262064281882687,1659.4872572974002,7895557.999800805,0.9681877377667382,300088.84540528816
Kalyanpur,Educational,20.0,644.1544803297821,0.0,31303933.69948343,-35739.47069442866,-0.1141692639574509,-55.482763507491924,0.0,1.0,0.0
Kalyanpur,Government,12.0,520.1446066889106,0.0,32037803.721434996,-21581.510003958814,-0.06736263881134785,-41.49136552879099,0.0,1.0,0.0
Kalyanpur,Hospital,12.0,54.26807695745534,0.0,18866675.256807424,-21715.519047083893,-0.11509987187195876,-400.1527281703432,0.0,1.0,0.0
Kalyanpur,Industrial,16.0,605.5581382139187,100.0,35799950.37877679,154625.42046211613,0.43191518096008985,255.34364201293806,338273.3947842957,0.9903834346672554,13743.645224777656
Kalyanpur,Residential,272.0,216332.7081211862,22.05882352941176,416554165.2985567,8930752.47252529,2.1439594695024486,41.28248821034691,13497803.465109732,0.9915865522516737,648651.715869636
