consumer_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained_unweighted,gained_lambda,gained,saving_per_discomfort,participated
DHNC0001,Dhanmondi,Residential,Res-A,597.3547737671756,0.48811259340679575,1.6288542526025491,20.445468599887178,0.336160097220683,LT-A,741.8844889317587,630.6018155919948,0.0,111.28267333976379,0,560,2275.2264034796435,108.76839617145433,30,upper-middle,174354.85781382807,4,4.522244194721653,4.333820963318492,6.269699999999999,12872.997401166082,10833.279394819718,108.76839617145433,17.35,30,1.0,741.8844889317587,630.6018155919948,9581.274447114316,7555.0886360172235,1.1062904700591512,8861.695882966014,6930.9415005211085,12.914779308717476,11.979005069079378,601-above,601-above,2026.1858110970925,21.147351767043247,2039.7180063463638,111.28267333976396,15.000000000000021,0.18842323140316086,4.166586838081141,0.8500000000000001,True,-140.2721962110968,False,False,False,0.8905425007367715,True
DHNC0002,Dhanmondi,Residential,Res-A,597.3547737671756,0.6788997760026314,2.2891494141129978,16.94157897705322,0.41494041295175105,LT-A,206.54885510342336,175.5665268379098,0.0,30.982328265513498,0,570,524.8895612031853,30.516339631014393,30,upper-middle,112596.59401203739,5,0.9056059902486513,0.9008290858201239,3.6806,1879.9569385171274,1567.4470581085436,30.516339631014393,9.1,30,1.0,206.54885510342336,175.5665268379098,1827.18877051321,1546.8537155429237,0.3080035145788905,1585.5945814411525,1318.3154781222333,8.84627886026431,8.808887091878164,201-300,76-200,280.33505497028636,15.34242435670987,312.50988040858374,30.98232826551356,15.000000000000027,0.0047769044285274065,0.527481540533518,0.8500000000000001,True,-214.03816660188454,False,True,False,0.5340838829556536,True
DHNC0003,Dhanmondi,Residential,Res-A,597.3547737671756,0.5757809152833336,2.1309659713479836,15.287353625277056,0.44008259670880423,LT-A,176.71666423334503,150.20916459834322,0.0,26.507499635001757,0,684,405.2295206421743,26.277152585343252,30,upper-middle,122947.57133679508,4,0.9728447772494944,0.9708745709017024,2.3800000000000003,1502.4016672309263,1250.7642645609446,26.277152585343252,8.5,30,1.0,176.71666423334503,150.20916459834322,1499.4542282826044,1263.1383121005836,0.26351806037014375,1328.0916459834327,1102.7778990859174,8.485075444286647,8.407441699160762,76-200,76-200,236.31591618202083,15.760128700472876,251.6374026699816,26.507499635001807,15.000000000000028,0.0019702063477919918,0.20252011357478003,0.85,True,-142.63645187481023,False,False,False,0.5831655991091835,True
DHNC0004,Dhanmondi,Residential,Res-B,597.3547737671756,0.39681518577343594,0.8814824867709768,20.296420716600025,0.3494072353236943,LT-A,125.77903603831048,121.94639152402101,0.0,3.832644514289448,0,285,77.78896551918778,9.181598427740802,16,middle,53546.145812606715,4,0.7631324280611624,0.7631324280611624,2.2843999999999998,1069.3424656156408,1027.57666505194,9.181598427740802,8.5,30,1.0,125.77903603831048,121.94639152402101,1040.619936641921,1006.6275198773894,0.21393552550190134,895.121806325639,862.5443279541786,8.273397295913153,8.252918120612401,76-200,76-200,33.99241676453153,3.2665544419824406,41.76580056370085,3.83264451428947,3.047125049616457,0.0,0.0,0.9695287495038356,True,-34.614950326915455,False,False,False,0.4369825017938669,True
DHNC0005,Dhanmondi,Residential,Res-B,597.3547737671756,0.30768563832642065,1.3545743690674348,18.996613699464877,0.410064197023275,LT-A,196.82248550892285,186.5056396745938,0.0,10.316845834329007,0,231,195.98513491168157,29.113466908610622,16,middle,59531.87269822272,5,0.9916189913789257,0.9916189913789257,3.5601,1673.3364205351675,1556.5116647715715,29.113466908610622,8.5,30,1.0,196.82248550892285,186.5056396745938,1730.9410931671366,1639.1904385418848,0.3271944461349063,1498.9911268258443,1411.2979372340474,8.794427571074776,8.78720475667739,76-200,76-200,91.75065462525185,5.300622591227174,116.82475576359593,10.316845834329058,5.241700818711259,0.0,0.0,0.9475829918128876,True,-75.1210133778191,False,False,False,0.4681510904722352,True
DHNC0006,Dhanmondi,Residential,Res-C,597.3547737671756,0.24558693229210504,3.294708550330959,30.654584092625228,0.26969991655302733,LT-A,114.42690706294435,113.14188407735288,0.0,1.2850229855915147,0,112,39.391845172771426,3.810037108950097,11,lower-middle,10736.852167504177,4,0.2689426569645353,0.2689426569645353,0.38070000000000004,972.8294538224255,958.094466967743,3.810037108950097,8.5,30,1.0,114.42690706294435,113.14188407735288,860.6101455367783,849.3398048095681,0.19848941919364443,798.628710035027,787.7060146574995,7.5210469952086605,7.5051014247723975,76-200,76-200,11.270340727210169,1.3095756290649643,14.734986854682575,1.2850229855914677,1.1230077073433418,0.0,0.0,0.9887699229265662,True,-24.31146733661116,False,False,False,0.2861084744260849,True
DHNC0007,Dhanmondi,Residential,Res-C,597.3547737671756,0.22703155796447627,3.368434981796543,21.03050655633284,0.3025223374839223,LT-A,149.25384920148198,145.49646699681915,2.0813863040818235,3.7573822046628544,9,169,86.03066552711194,11.130284488798452,11,lower-middle,24775.58637255295,4,1.2511246302574692,1.2546277228012568,1.9195,1268.9195603242251,1225.8449353670303,11.130284488798452,8.5,30,1.0,149.25384920148198,145.49646699681915,1234.0405541232267,1200.761168329477,0.2552503828660086,1094.6577182125968,1062.719969472963,8.268065183748531,8.251100131337598,76-200,76-200,33.279385793749725,2.696782182931937,43.07462495719483,3.7573822046628322,2.5174440892245507,-0.003503092543787556,-0.2799954903826531,0.9692474482175699,True,-41.62099524456376,False,False,False,0.38683166740424635,True
DHNC0008,Dhanmondi,Residential,Res-B,597.3547737671756,0.371762262432816,1.958195354437911,18.025530948896996,0.3590640949863418,LT-A,188.3564219134829,168.61978370731657,0.0,19.736638206166372,0,651,355.7633828124348,28.077582877965593,21,middle,43471.247693859405,5,0.922622061291981,0.922622061291981,2.2004,1601.3600276134641,1405.486395194163,28.077582877965593,8.5,30,1.0,188.3564219134829,168.61978370731657,1595.4187055778348,1419.565026147738,0.29581655993761735,1427.0295862646046,1259.268161512191,8.47021136508238,8.416979184668573,76-200,76-200,175.8536794300967,11.022415546168824,195.8736324193012,19.736638206166333,10.478346321120867,0.0,0.0,0.8952165367887911,True,-151.83212050437254,False,False,False,0.49429954831189044,True
DHNC0009,Dhanmondi,Residential,Res-A,597.3547737671756,0.635185299989375,1.225327892006244,18.6717274672704,0.41414587042128215,LT-A,398.077109371363,338.3655429656584,0.0,59.71156640570442,0,654,1114.9180945711319,58.61748265687057,30,upper-middle,177614.14505977277,4,2.560466022218713,2.560466022218713,3.9807,3830.200155052137,3197.0526491374467,58.61748265687057,9.62,30,1.0,398.077109371363,338.3655429656584,3724.025751760138,3121.4728279607975,0.5936084646820832,3379.5017921525123,2805.076523329634,9.355036157796311,9.223395479760367,301-400,301-400,602.5529237993405,16.180149224654194,633.1475059146901,59.711566405704616,15.00000000000004,0.0,0.0,0.8500000000000001,True,-453.7476881149207,False,True,False,0.5404459096442601,True
DHNC0010,Dhanmondi,Residential,Res-A,597.3547737671756,0.5028732002408461,1.8157646555528526,23.248261484397293,0.3230992493504371,LT-A,196.77862878463787,178.6770755167557,1.9896171897478174,18.101553267882224,12,725,424.4423202166968,21.52423144650603,25,upper-middle,156299.7761650142,6,0.9831174001378662,0.9822815322352695,3.7399000000000004,1672.963561439107,1497.5443709228377,21.52423144650603,8.5,30,1.0,196.77862878463787,178.6770755167557,1738.4788519028932,1577.235949463965,0.31346047692022444,1498.618344669422,1344.7551418924236,8.834693394502468,8.825544544124613,76-200,76-200,161.24290243892824,9.274941841394044,175.41919051626928,18.101553267882167,9.198942679742528,0.0008358679025967097,0.08502218580196962,0.9039661966317318,True,-241.67518633126255,False,False,False,0.3798935562236266,True
