date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.0016,0.0,False,False,alpha_w,True
2026-06-16,0.00064,0.0,False,False,alpha_w,True
2026-06-17,0.55904,0.62496,True,True,alpha_w,True
2026-06-18,0.56,0.62496,True,True,alpha_w,True
2026-06-19,0.00448,0.0,False,False,alpha_w,True
2026-06-20,0.56,0.62496,True,True,alpha_w,True
2026-06-21,0.56,0.62496,True,True,alpha_w,True
2026-06-22,0.00176,0.0,False,False,alpha_w,True
2026-06-23,0.56,0.62496,True,True,alpha_w,True
2026-06-24,0.0,0.0,False,False,alpha_w,True
2026-06-25,0.56,0.62496,True,True,alpha_w,True
2026-06-26,0.56,0.62496,True,True,alpha_w,True
2026-06-27,0.00192,0.0011199999999999544,False,False,alpha_w,True
2026-06-28,0.0,0.0,False,False,alpha_w,True
2026-06-29,0.0,0.0,False,False,alpha_w,True
2026-06-30,0.00112,0.0031999999999999806,False,False,alpha_w,True
2026-07-01,0.50304,0.6176000000000001,True,True,alpha_w,True
2026-07-02,0.0,0.0,False,False,alpha_w,True
2026-07-03,0.50304,0.6176000000000001,True,True,alpha_w,True
2026-07-04,0.0,0.0,False,False,alpha_w,True
2026-07-05,0.5024,0.6176000000000001,True,True,alpha_w,True
2026-07-06,0.0,0.0,False,False,alpha_w,True
2026-07-07,0.0008,0.0006399999999999982,False,False,alpha_w,True
2026-07-08,0.50608,0.4832000000000001,True,True,alpha_w,True
2026-07-09,0.0,0.0,False,False,alpha_w,True
2026-07-10,0.55024,0.49056,True,True,alpha_w,True
2026-07-11,0.55024,0.49056,True,True,alpha_w,True
2026-07-12,0.0,0.0,False,False,alpha_w,True
2026-07-13,0.0,0.0,False,False,alpha_w,True
