consumer_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained_unweighted,gained_lambda,gained,saving_per_discomfort,participated
DHNC0001,Dhanmondi,Residential,Res-A,597.3547737671756,0.48811259340679575,1.6288542526025491,20.445468599887178,0.336160097220683,LT-A,741.8844889317587,725.9446240923472,0.0,15.939864839411417,0,30,325.8980060606318,239.0979725911713,10,upper-middle,174354.85781382807,4,4.522244194721653,4.522244194721653,6.269699999999999,12871.834258052031,12356.176657419455,239.0979725911713,17.35,30,1.0,741.8844889317587,725.9446240923472,9581.274447114316,9291.025361410735,0.13540200840050484,8861.695882966014,8585.139228002225,12.914779308717476,12.798345288414787,601-above,601-above,290.24908570358093,3.029336935348909,515.6576006325758,15.939864839411484,2.1485642410941,0.0,0.0,0.9785143575890591,True,203.44905223412047,True,True,True,0.890613260302002,True
DHNC0002,Dhanmondi,Residential,Res-A,597.3547737671756,0.6788997760026314,2.2891494141129978,16.94157897705322,0.41494041295175105,LT-A,206.54885510342336,196.54625506863385,4.0321526400961405,10.002600034789461,25,150,178.69003831895117,48.10853555167855,30,upper-middle,112596.59401203739,5,0.9056059902486513,0.9131076695790628,3.6806,1879.633106597046,1740.4990450601242,48.10853555167855,9.1,30,1.0,206.54885510342336,196.54625506863385,1827.18877051321,1733.8264459747918,0.036659487234532544,1585.5945814411525,1496.6431680833878,8.84627886026431,8.821281208752202,201-300,76-200,93.3623245384183,5.109615713771886,139.13406153692176,10.00260003478951,4.842728384904867,-0.007501679330411459,-0.8283601711105876,0.943764098401747,True,-37.219178228854304,False,True,False,0.522481977264855,True
DHNC0003,Dhanmondi,Residential,Res-A,597.3547737671756,0.5757809152833336,2.1309659713479836,15.287353625277056,0.44008259670880423,LT-A,176.71666423334503,175.0195342200155,0.0,1.6971300133295324,0,40,25.944626661839727,25.456950199942987,10,upper-middle,122947.57133679508,4,0.9728447772494944,0.9728447772494944,2.3800000000000003,1502.1246068876953,1462.2417350285266,25.456950199942987,8.5,30,1.0,176.71666423334503,175.0195342200155,1499.4542282826044,1484.3399872719765,0.032644358338407314,1328.0916459834327,1313.6660408701316,8.485075444286647,8.480809582361982,76-200,76-200,15.114241010627893,1.0079828197182747,39.882871859168745,1.6971300133295415,0.9603678411949712,0.0,0.0,0.9903963215880504,True,14.626564548731153,True,True,True,0.582557660498482,True
DHNC0004,Dhanmondi,Residential,Res-B,597.3547737671756,0.39681518577343594,0.8814824867709768,20.296420716600025,0.3494072353236943,LT-A,125.77903603831048,125.77903603831048,0.0,0.0,0,0,0.0,0.0,0,middle,53546.145812606715,4,0.7631324280611624,0.7631324280611624,2.2843999999999998,1069.1452664264914,1069.1452664264914,0.0,8.5,30,1.0,125.77903603831048,125.77903603831048,1040.619936641921,1040.6433967427731,0.023460100852128137,895.121806325639,895.121806325639,8.273397295913153,8.273397295913153,76-200,76-200,-0.023460100852162213,-0.002254435075294437,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.023460100852162213,False,False,False,,False
DHNC0005,Dhanmondi,Residential,Res-B,597.3547737671756,0.30768563832642065,1.3545743690674348,18.996613699464877,0.410064197023275,LT-A,196.82248550892285,196.82248550892285,0.0,0.0,0,0,0.0,0.0,0,middle,59531.87269822272,5,0.9916189913789257,0.9916189913789257,3.5601,1673.02783783513,1673.02783783513,0.0,8.5,30,1.0,196.82248550892285,196.82248550892285,1730.9410931671366,1730.9778041764228,0.036711009286153555,1498.9911268258443,1498.9911268258443,8.794427571074776,8.794427571074776,76-200,76-200,-0.03671100928613669,-0.002120869937807406,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.03671100928613669,False,False,False,,False
DHNC0006,Dhanmondi,Residential,Res-C,597.3547737671756,0.24558693229210504,3.294708550330959,30.654584092625228,0.26969991655302733,LT-A,114.42690706294435,114.42690706294435,0.0,0.0,0,0,0.0,0.0,0,lower-middle,10736.852167504177,4,0.2689426569645353,0.2689426569645353,0.38070000000000004,972.6500527552803,972.6500527552803,0.0,8.5,30,1.0,114.42690706294435,114.42690706294435,860.6101455367783,860.6314882570316,0.02134272025328703,798.628710035027,798.628710035027,7.5210469952086605,7.5210469952086605,76-200,76-200,-0.021342720253301195,-0.0024799522018171594,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.021342720253301195,False,False,False,,False
DHNC0007,Dhanmondi,Residential,Res-C,597.3547737671756,0.22703155796447627,3.368434981796543,21.03050655633284,0.3025223374839223,LT-A,149.25384920148198,149.25384920148198,0.0,0.0,0,0,0.0,0.0,0,lower-middle,24775.58637255295,4,1.2511246302574692,1.2511246302574692,1.9195,1268.6855567973491,1268.6855567973491,0.0,8.5,30,1.0,149.25384920148198,149.25384920148198,1234.0405541232267,1234.0683927079792,0.027838584752458928,1094.6577182125968,1094.6577182125968,8.268065183748531,8.268065183748531,76-200,76-200,-0.027838584752544193,-0.0022558889705471003,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.027838584752544193,False,False,False,,False
DHNC0008,Dhanmondi,Residential,Res-B,597.3547737671756,0.371762262432816,1.958195354437911,18.025530948896996,0.3590640949863418,LT-A,188.3564219134829,188.3564219134829,0.0,0.0,0,0,0.0,0.0,0,middle,43471.247693859405,5,0.922622061291981,0.922622061291981,2.2004,1601.0647181975037,1601.0647181975037,0.0,8.5,30,1.0,188.3564219134829,188.3564219134829,1595.4187055778348,1595.453837510734,0.03513193289929799,1427.0295862646046,1427.0295862646046,8.47021136508238,8.47021136508238,76-200,76-200,-0.03513193289927585,-0.0022020509585633594,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.03513193289927585,False,False,False,,False
DHNC0009,Dhanmondi,Residential,Res-A,597.3547737671756,0.635185299989375,1.225327892006244,18.6717274672704,0.41414587042128215,LT-A,398.077109371363,379.65046733111654,0.0,18.426642040246396,0,88,344.0572383124281,119.62791214037738,22,upper-middle,177614.14505977277,4,2.560466022218713,2.560466022218713,3.9807,3829.5760408463057,3532.6803953715107,119.62791214037738,9.62,30,1.0,398.077109371363,379.65046733111654,3724.025751760138,3537.9690522981564,0.07081178654790087,3379.5017921525123,3202.237495725341,9.355036157796311,9.318830200269423,301-400,301-400,186.05669946198168,4.996117424108658,296.89564547479495,18.426642040246463,4.628912742394437,0.0,0.0,0.9537108725760558,True,-38.372626710069085,False,True,False,0.5407725190569284,True
DHNC0010,Dhanmondi,Residential,Res-A,597.3547737671756,0.5028732002408461,1.8157646555528526,23.248261484397293,0.3230992493504371,LT-A,196.77862878463787,196.48882611706586,0.08353340662378099,0.28980266757205436,10,20,6.889085201896368,4.347040013580815,10,upper-middle,156299.7761650142,6,0.9831174001378662,0.9831174001378662,3.7399000000000004,1672.6550474986234,1665.8446307571587,4.347040013580815,8.5,30,1.0,196.77862878463787,196.48882611706586,1738.4788519028932,1735.929011870493,0.036648775680063264,1498.618344669422,1496.1550219950598,8.834693394502468,8.834560200693486,76-200,76-200,2.5498400324001977,0.1466707535503932,6.810416741464678,0.2898026675720189,0.14727344598441638,0.0,0.0,0.9983574637539765,True,0.007794844084645369,True,True,True,0.37012752167708707,True
DHNC0011,Dhanmondi,Residential,Res-A,597.3547737671756,0.3692491721558849,2.485346922333847,20.579846039237896,0.3491485285830399,LT-A,495.66845075302064,495.66845075302064,0.0,0.0,0,0,0.0,0.0,0,upper-middle,199144.37502718804,4,2.681841055030918,2.681841055030918,5.570199999999999,7440.075897074608,7440.075897074608,0.0,15.01,30,1.0,495.66845075302064,495.66845075302064,5321.328438092982,5321.420889364753,0.09245127177109325,4833.98344580284,4833.98344580284,10.735660964519342,10.735660964519342,401-600,401-600,-0.0924512717710968,-0.0017373720274298423,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.0924512717710968,False,False,False,,False
DHNC0012,Dhanmondi,Residential,Res-A,597.3547737671756,0.5386261237165179,2.408977113564393,20.594169461062933,0.3788994379258158,LT-A,157.25263141484473,157.01286161651035,0.0,0.2397697983343693,0,10,4.937859858542887,3.596546975015538,10,upper-middle,104924.43749387428,4,0.9674737262491748,0.9674737262491748,2.9512,1336.6766975307576,1331.0420625484273,3.596546975015538,8.5,30,1.0,157.25263141484473,157.01286161651035,1350.9276553774891,1348.81699571046,0.029285783105243542,1162.6473670261803,1160.609323740338,8.590811124893907,8.590300794731366,76-200,76-200,2.11065966702904,0.15623780138243298,5.634634982330226,0.23976979833437895,0.15247426779259896,0.0,0.0,0.9984752573220741,True,0.7693467835016916,True,True,True,0.42744422229347645,True
DHNC0013,Dhanmondi,Residential,Res-B,597.3547737671756,0.4151720167605782,1.6924710884998417,21.58504930244223,0.42377541672191993,LT-A,185.82639660692382,185.82639660692382,0.0,0.0,0,0,0.0,0.0,0,middle,56263.97878643399,5,1.0613030785431088,1.0613030785431088,1.7252,1579.5590311955539,1579.5590311955539,0.0,8.5,30,1.0,185.82639660692382,185.82639660692382,1551.8819097167952,1551.9165697534968,0.034660036701649966,1405.5243711588525,1405.5243711588525,8.351245775913478,8.351245775913478,76-200,76-200,-0.0346600367015526,-0.002233419726368081,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.0346600367015526,False,False,False,,False
