date,frac_changed,alpha_P_max,trigger_alpha_w,trigger_frac_changed,active_rule,rules_agree
2026-06-14,1.0,,True,True,alpha_w,True
2026-06-15,0.00176,0.0,False,False,alpha_w,True
2026-06-16,0.4008,0.34448,True,True,alpha_w,True
2026-06-17,0.85664,0.3024,True,True,alpha_w,True
2026-06-18,0.5576,0.6468799999999999,True,True,alpha_w,True
2026-06-19,0.40864,0.34448,True,True,alpha_w,True
2026-06-20,0.85952,0.24896000000000007,True,True,alpha_w,True
2026-06-21,0.56224,0.59344,True,True,alpha_w,True
2026-06-22,0.00448,0.0,False,False,alpha_w,True
2026-06-23,0.56016,0.58656,True,True,alpha_w,True
2026-06-24,0.00464,0.0609599999999999,True,False,alpha_w,False
2026-06-25,0.55952,0.6475199999999999,True,True,alpha_w,True
2026-06-26,0.56064,0.5967999999999999,True,True,alpha_w,True
2026-06-27,0.01584,0.05071999999999999,True,False,alpha_w,False
2026-06-28,0.00144,0.00272,False,False,alpha_w,True
2026-06-29,0.00208,0.0014399999999999968,False,False,alpha_w,True
2026-06-30,0.00368,0.0035199999999999676,False,False,alpha_w,True
2026-07-01,0.56592,0.34336,True,True,alpha_w,True
2026-07-02,0.0,0.0,False,False,alpha_w,True
2026-07-03,0.56592,0.33984000000000003,True,True,alpha_w,True
2026-07-04,0.00112,0.0011200000000000099,False,False,alpha_w,True
2026-07-05,0.56592,0.33984000000000003,True,True,alpha_w,True
2026-07-06,0.00032,0.0,False,False,alpha_w,True
2026-07-07,0.00032,0.0,False,False,alpha_w,True
2026-07-08,0.54592,0.35984000000000005,True,True,alpha_w,True
2026-07-09,0.0,0.0,False,False,alpha_w,True
2026-07-10,0.54096,0.49040000000000006,True,True,alpha_w,True
2026-07-11,0.54096,0.49040000000000006,True,True,alpha_w,True
2026-07-12,0.0,0.0,False,False,alpha_w,True
2026-07-13,0.0,0.0,False,False,alpha_w,True
