date,rank,entity_id,kind,substation,chi,pool
2026-06-14,1,KLNC0174-A06,ap,Kalyanpur,0.2541147132169576,PH
2026-06-14,2,KLNC0116-A06,ap,Kalyanpur,0.2363455510293979,PH
2026-06-14,3,KLNC0093-A06,ap,Kalyanpur,0.21489706424811067,PH
2026-06-14,4,KLNC0135-A06,ap,Kalyanpur,0.21355040507071815,PH
2026-06-14,5,KLNC0132-A05,ap,Kalyanpur,0.20862330222636202,PH
2026-06-14,6,KLNC0175-A06,ap,Kalyanpur,0.19987627147100248,PH
2026-06-14,7,KLNC0045-A06,ap,Kalyanpur,0.19630644357922572,PH
2026-06-14,8,KLNC0203-A05,ap,Kalyanpur,0.19204706783450443,PH
2026-06-14,9,DHNC0122-A05,ap,Dhanmondi,0.1831173726839503,PH
2026-06-14,10,KLNC0041-A06,ap,Kalyanpur,0.17804794126319026,PH
2026-06-14,11,KLNC0125-A06,ap,Kalyanpur,0.17796540981693001,PH
2026-06-14,12,DHNC0267-A03,ap,Dhanmondi,0.169716719724573,PH
2026-06-14,13,DHNC0001-A06,ap,Dhanmondi,0.16943814291534304,PH
2026-06-14,14,KLNC0167-A04,ap,Kalyanpur,0.16699076213581532,PH
2026-06-14,15,KLNC0155-A05,ap,Kalyanpur,0.16405359262097052,PH
2026-06-14,16,KLNC0067-A05,ap,Kalyanpur,0.16388904346864902,PH
2026-06-14,17,KLNC0060-A05,ap,Kalyanpur,0.16087961104092596,PH
2026-06-14,18,DHNC0021-A06,ap,Dhanmondi,0.157920137570656,PH
2026-06-14,19,DHNC0185-A05,ap,Dhanmondi,0.15786606646331347,PH
2026-06-14,20,KLNC0180-A06,ap,Kalyanpur,0.1558543404748755,PH
2026-06-14,21,KLNC0174-M,mt,Kalyanpur,0.26645885286783044,PH
2026-06-14,22,KLNC0116-M,mt,Kalyanpur,0.2495244528578855,PH
2026-06-14,23,KLNC0132-M,mt,Kalyanpur,0.23039042894936723,PH
2026-06-14,24,KLNC0135-M,mt,Kalyanpur,0.22713670464811397,PH
2026-06-14,25,KLNC0093-M,mt,Kalyanpur,0.22576375751325112,PH
2026-06-14,26,KLNC0045-M,mt,Kalyanpur,0.21763150520964375,PH
2026-06-14,27,KLNC0175-M,mt,Kalyanpur,0.21281853234587217,PH
2026-06-14,28,KLNC0203-M,mt,Kalyanpur,0.20369516608458046,PH
2026-06-14,29,KLNC0041-M,mt,Kalyanpur,0.19908249022334643,PH
2026-06-14,30,KLNC0125-M,mt,Kalyanpur,0.1932778845103976,PH
2026-06-14,31,DHNC0122-M,mt,Dhanmondi,0.19273873499046695,PH
2026-06-14,32,KLNC0155-M,mt,Kalyanpur,0.18863706331990515,PH
2026-06-14,33,DHNC0001-M,mt,Dhanmondi,0.18668493639443898,PH
2026-06-14,34,DHNC0267-M,mt,Dhanmondi,0.18534159866614022,PH
2026-06-14,35,KLNC0167-M,mt,Kalyanpur,0.18194875406191868,PH
2026-06-14,36,KLNC0060-M,mt,Kalyanpur,0.17816334732482983,PH
2026-06-14,37,KLNC0180-M,mt,Kalyanpur,0.17812537162860273,PH
2026-06-14,38,KLNC0118-M,mt,Kalyanpur,0.1744786808972187,PH
2026-06-14,39,KLNC0190-M,mt,Kalyanpur,0.17172656867499567,PH
2026-06-14,40,KLNC0229-M,mt,Kalyanpur,0.17116292768238428,PH
2026-06-14,41,KLNC0067-M,mt,Kalyanpur,0.1710711354847973,PH
2026-06-14,42,DHNC0185-M,mt,Dhanmondi,0.17091112812121226,PH
2026-06-14,43,KLNC0022-M,mt,Kalyanpur,0.16800958704940977,PH
2026-06-14,44,DHNC0021-M,mt,Dhanmondi,0.1676105531492867,PH
2026-06-14,45,KLNC0037-M,mt,Kalyanpur,0.16721793361747841,PH
2026-06-14,46,KLNC0120-M,mt,Kalyanpur,0.16528217461868921,PH
2026-06-14,47,DHNC0051-M,mt,Dhanmondi,0.16386542098747164,PH
2026-06-14,48,DHNC0065-M,mt,Dhanmondi,0.16385339244651595,PH
2026-06-14,49,KLNC0057-M,mt,Kalyanpur,0.16283116264387457,PH
2026-06-14,50,DHNC0028-M,mt,Dhanmondi,0.15941832088431923,PH
2026-06-14,51,SB-Dhanmondi,sb,Dhanmondi,0.8,PH
2026-06-14,52,SB-Kalyanpur,sb,Kalyanpur,0.7752186245943455,PH
2026-06-15,1,KLNC0174-A06,ap,Kalyanpur,0.2541147132169576,PH
2026-06-15,2,KLNC0116-A06,ap,Kalyanpur,0.2362481376266731,PH
