:START_ID,:END_ID,:TYPE
USER_KHH0001,MTR_KSM0001,HAS_METER
USER_KHH0002,MTR_KSM0002,HAS_METER
USER_KHH0003,MTR_KSM0003,HAS_METER
USER_KHH0004,MTR_KSM0004,HAS_METER
USER_KHH0005,MTR_KSM0005,HAS_METER
USER_KHH0006,MTR_KSM0006,HAS_METER
USER_KHH0007,MTR_KSM0007,HAS_METER
USER_KHH0008,MTR_KSM0008,HAS_METER
USER_KHH0009,MTR_KSM0009,HAS_METER
USER_KHH0010,MTR_KSM0010,HAS_METER
USER_KHH0011,MTR_KSM0011,HAS_METER
USER_KHH0012,MTR_KSM0012,HAS_METER
USER_KHH0013,MTR_KSM0013,HAS_METER
USER_KHH0014,MTR_KSM0014,HAS_METER
USER_KHH0015,MTR_KSM0015,HAS_METER
USER_KHH0016,MTR_KSM0016,HAS_METER
USER_KHH0017,MTR_KSM0017,HAS_METER
USER_KHH0018,MTR_KSM0018,HAS_METER
USER_KHH0019,MTR_KSM0019,HAS_METER
USER_KHH0020,MTR_KSM0020,HAS_METER
USER_KHH0021,MTR_KSM0021,HAS_METER
USER_KHH0022,MTR_KSM0022,HAS_METER
USER_KHH0023,MTR_KSM0023,HAS_METER
USER_KHH0024,MTR_KSM0024,HAS_METER
USER_KHH0025,MTR_KSM0025,HAS_METER
USER_KHH0026,MTR_KSM0026,HAS_METER
USER_KHH0027,MTR_KSM0027,HAS_METER
USER_KHH0028,MTR_KSM0028,HAS_METER
USER_KHH0029,MTR_KSM0029,HAS_METER
USER_KHH0030,MTR_KSM0030,HAS_METER
USER_KHH0031,MTR_KSM0031,HAS_METER
USER_KHH0032,MTR_KSM0032,HAS_METER
USER_KHH0033,MTR_KSM0033,HAS_METER
USER_KHH0034,MTR_KSM0034,HAS_METER
USER_KHH0035,MTR_KSM0035,HAS_METER
USER_KHH0036,MTR_KSM0036,HAS_METER
USER_KHH0037,MTR_KSM0037,HAS_METER
USER_KHH0038,MTR_KSM0038,HAS_METER
USER_KHH0039,MTR_KSM0039,HAS_METER
USER_KHH0040,MTR_KSM0040,HAS_METER
USER_KHH0041,MTR_KSM0041,HAS_METER
USER_KHH0042,MTR_KSM0042,HAS_METER
USER_KHH0043,MTR_KSM0043,HAS_METER
USER_KHH0044,MTR_KSM0044,HAS_METER
USER_KHH0045,MTR_KSM0045,HAS_METER
USER_KHH0046,MTR_KSM0046,HAS_METER
USER_KHH0047,MTR_KSM0047,HAS_METER
USER_KHH0048,MTR_KSM0048,HAS_METER
USER_KHH0049,MTR_KSM0049,HAS_METER
USER_KHH0050,MTR_KSM0050,HAS_METER
USER_KHH0051,MTR_KSM0051,HAS_METER
USER_KHH0052,MTR_KSM0052,HAS_METER
USER_KHH0053,MTR_KSM0053,HAS_METER
USER_KHH0054,MTR_KSM0054,HAS_METER
USER_KHH0055,MTR_KSM0055,HAS_METER
USER_KHH0056,MTR_KSM0056,HAS_METER
USER_KHH0057,MTR_KSM0057,HAS_METER
USER_KHH0058,MTR_KSM0058,HAS_METER
USER_KHH0059,MTR_KSM0059,HAS_METER
USER_KHH0060,MTR_KSM0060,HAS_METER
USER_KHH0061,MTR_KSM0061,HAS_METER
USER_KHH0062,MTR_KSM0062,HAS_METER
USER_KHH0063,MTR_KSM0063,HAS_METER
USER_KHH0064,MTR_KSM0064,HAS_METER
USER_KHH0065,MTR_KSM0065,HAS_METER
USER_KHH0066,MTR_KSM0066,HAS_METER
USER_KHH0067,MTR_KSM0067,HAS_METER
USER_KHH0068,MTR_KSM0068,HAS_METER
