timestamp,residential_lower_middle_kw,residential_middle_kw,residential_upper_middle_kw,commercial_kw,educational_kw,health_kw,industrial_kw,infrastructure_kw,total_mw
2024-01-01 00:00:00,390.2,3544.7,8408.2,2661.5,743.9,5265.0,114.8,4463.0,25.591
2024-01-01 00:30:00,388.6,3535.7,8361.8,2741.4,688.9,5362.0,119.4,4297.9,25.496
2024-01-01 01:00:00,391.6,3576.3,8300.9,2614.1000000000004,713.0,5273.0,127.9,4450.4,25.447
2024-01-01 01:30:00,381.2,3442.4,7826.6,2501.4,713.9,5370.200000000001,126.7,4283.099999999999,24.646
2024-01-01 02:00:00,373.2,3328.5,7465.2,2654.9,693.9,5410.9,123.0,3635.5,23.685
2024-01-01 02:30:00,363.7,3128.0,7049.0,2627.2,706.2,5191.5999999999985,125.0,3357.8,22.548
2024-01-01 03:00:00,363.0,3113.8,7041.5,2527.8,638.5,5445.0,124.5,3494.1,22.748
2024-01-01 03:30:00,362.3,3093.3,6978.7,2460.5,666.3,5333.0,118.9,3369.4,22.382
2024-01-01 04:00:00,360.0,3088.2,6947.9,2634.8,701.8,5381.5,120.6,6308.9,25.544
2024-01-01 04:30:00,416.8,3440.0,7550.1,2437.7,677.1,5369.0,122.8,6099.0,26.113
2024-01-01 05:00:00,472.6,3762.8,8124.3,2607.4,697.0,5319.5,116.2,6640.4,27.74
2024-01-01 05:30:00,531.4,4763.0,13695.6,2658.2,718.9,5329.299999999999,111.6,4247.5,32.056
2024-01-01 06:00:00,650.8,7174.8,22630.2,2794.5,691.7,5314.0,121.8,3565.1,42.943
2024-01-01 06:30:00,781.8,9703.7,31001.5,2679.5,688.4,5506.9,123.1,3889.5,54.374
2024-01-01 07:00:00,896.2,11534.3,34916.1,2711.6000000000004,619.0,5400.2,130.3,3506.8999999999996,59.715
2024-01-01 07:30:00,940.8,12280.7,36553.9,2685.9,647.3,5286.500000000001,126.6,3413.7,61.935
2024-01-01 08:00:00,799.0,10445.3,33216.0,2592.7,13611.6,9797.2,133.6,3532.0,74.127
2024-01-01 08:30:00,694.6,8563.7,25407.8,2632.0,12851.8,9680.5,126.9,3672.4,63.63
2024-01-01 09:00:00,586.3,5931.8,15610.5,9930.0,12982.8,9746.5,1786.3,853.1,57.427
2024-01-01 09:30:00,629.6,5895.0,12142.8,9755.7,13665.7,9684.8,1677.8,847.5,54.299
2024-01-01 10:00:00,642.5,5783.1,12079.2,17411.8,13694.4,9881.6,1738.4,850.5,62.082
2024-01-01 10:30:00,527.1,5012.9,11392.5,17094.2,13162.7,9767.7,1636.4,812.6,59.406
2024-01-01 11:00:00,607.9,6040.6,14064.0,17008.1,13299.9,10032.899999999998,1785.4,823.8,63.663
2024-01-01 11:30:00,680.4,7672.8,17450.0,17620.5,13869.0,9841.199999999999,1822.2,849.6,69.806
2024-01-01 12:00:00,871.1,10026.4,22208.2,18246.5,14212.1,9921.9,1749.5,822.5999999999999,78.058
2024-01-01 12:30:00,919.9,10571.6,23921.9,17807.5,13580.5,10167.5,1804.2,836.1999999999999,79.609
2024-01-01 13:00:00,791.8,8713.6,21253.4,18182.6,14517.8,10273.099999999999,1607.5,1676.6999999999998,77.016
2024-01-01 13:30:00,632.7,6748.1,18513.2,18172.4,628.7,10293.3,1698.5,1614.6,58.301
2024-01-01 14:00:00,442.7,4751.8,14283.7,18071.5,695.1,8227.699999999999,1747.7,859.3,49.079
2024-01-01 14:30:00,453.5,4927.9,14461.4,18480.0,731.3,8119.7,1649.6,819.4000000000001,49.643
2024-01-01 15:00:00,455.1,4934.9,14181.7,18133.8,686.0,8240.0,1862.9,804.0,49.298
2024-01-01 15:30:00,451.3,4873.1,13916.3,17934.7,655.0,7939.7,1834.7,828.5999999999999,48.433
2024-01-01 16:00:00,430.4,4569.7,13663.4,18131.800000000003,695.3,8024.0,1792.0,861.2,48.168
2024-01-01 16:30:00,415.0,4301.4,11798.6,19115.699999999997,675.5,7999.8,1856.6,1369.0,47.532
2024-01-01 17:00:00,604.9,5387.9,13022.5,18261.6,657.7,8098.0,1864.2,3670.8,51.568
2024-01-01 17:30:00,886.9,7305.7,15975.9,18285.1,684.9,8141.200000000001,1856.0,6481.0,59.617
2024-01-01 18:00:00,1135.3,9306.5,20321.6,17526.4,673.5,7935.4000000000015,126.0,6622.9,63.648
2024-01-01 18:30:00,1384.9,12354.6,26976.1,18639.9,680.1,7648.5,123.1,5585.2,73.392
2024-01-01 19:00:00,1527.8,14698.7,32151.8,18186.0,707.9,7743.200000000001,125.8,5563.400000000001,80.705
2024-01-01 19:30:00,1696.2,17087.0,37274.3,18178.7,747.3,7715.700000000001,121.6,5677.599999999999,88.498
2024-01-01 20:00:00,1679.0,16956.5,37478.8,17084.1,669.1,7674.5999999999985,118.0,5182.9,86.843
2024-01-01 20:30:00,1481.0,14187.8,32124.3,17530.9,694.1,7701.2,121.8,5574.599999999999,79.416
2024-01-01 21:00:00,1279.9,11469.7,27147.0,18287.100000000002,640.8,5355.7,123.1,3432.8,67.736
2024-01-01 21:30:00,1068.4,8992.8,21831.5,2790.4,686.0,5336.0,118.7,3264.6,44.088
2024-01-01 22:00:00,1063.3,8999.8,21508.7,2708.4,664.9,5440.8,121.2,3420.6000000000004,43.928
2024-01-01 22:30:00,1060.3,8791.3,20781.8,2589.9,713.0,5372.599999999999,126.2,3563.9999999999995,42.999
2024-01-01 23:00:00,832.7,6929.6,16517.9,2692.2000000000003,630.9,5354.000000000001,118.6,4464.3,37.54
2024-01-01 23:30:00,603.5,5078.5,12413.8,2736.1,707.7,5276.8,120.8,4555.1,31.492
2024-01-02 00:00:00,382.0,3494.8,8551.2,2560.1,644.7,5253.8,119.8,4451.599999999999,25.458
2024-01-02 00:30:00,380.5,3458.7,8541.5,2649.0,704.9,5325.800000000001,119.4,4562.6,25.742
2024-01-02 01:00:00,380.6,3474.8,8349.5,2666.9,695.9,5375.6,120.6,4389.900000000001,25.454
2024-01-02 01:30:00,374.0,3355.3,7889.0,2704.8,639.2,5305.9,118.5,4491.8,24.878
2024-01-02 02:00:00,369.7,3226.8,7322.1,2631.8,641.9,5335.6,123.1,3518.5,23.17
2024-01-02 02:30:00,361.1,3082.5,6870.2,2524.7,683.6,5390.799999999999,119.3,3230.2000000000003,22.262
2024-01-02 03:00:00,361.1,3074.6,6833.1,2652.2,686.6,5259.900000000001,117.4,3389.4,22.374
2024-01-02 03:30:00,359.3,3053.4,6805.1,2725.0,719.9,5362.6,126.0,3314.6000000000004,22.466
2024-01-02 04:00:00,359.9,3053.6,6846.0,2600.1000000000004,704.1,5359.0,120.9,5959.700000000001,25.003
2024-01-02 04:30:00,412.4,3377.1,7450.3,2609.7,664.0,5337.0,120.1,6400.799999999999,26.371
2024-01-02 05:00:00,467.5,3724.2,8089.9,2576.1,659.6,5396.400000000001,129.8,6593.5,27.637
2024-01-02 05:30:00,521.9,4929.1,13923.6,2543.2,654.8,5343.1,113.4,4311.3,32.34
2024-01-02 06:00:00,587.7,7377.8,22860.0,2592.7,662.5,5315.9,121.3,3414.8999999999996,42.933
2024-01-02 06:30:00,702.8,9604.1,31372.3,2629.5,661.9,5322.4,108.3,3549.7000000000003,53.951
2024-01-02 07:00:00,803.8,11400.0,34069.4,2514.6,662.0,5258.9,115.2,3459.2000000000003,58.283
2024-01-02 07:30:00,923.9,12111.0,35434.0,2465.8,632.0,5359.699999999999,124.9,3397.5,60.449
2024-01-02 08:00:00,791.5,11122.5,32860.7,2467.2,12629.5,9868.400000000001,122.1,3428.0,73.29
2024-01-02 08:30:00,697.6,9013.8,26121.2,2599.3,14540.3,9829.000000000002,116.6,3740.1,66.658
2024-01-02 09:00:00,521.3,6261.6,16853.6,9365.6,14157.5,9449.3,1671.4,893.0,59.173
2024-01-02 09:30:00,551.6,5505.6,11936.0,9780.3,12833.2,9921.8,1654.5,874.6,53.058
