timestamp,household_id,appliance_name,category,power_w
2024-03-11 00:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 00:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 01:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 01:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 02:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 02:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 03:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 03:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 04:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 04:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 05:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 05:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 06:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 06:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 07:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 07:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 08:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 08:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 09:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 09:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 10:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 10:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 11:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 11:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 12:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 12:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 13:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 13:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 14:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 14:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 15:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 15:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 16:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 16:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 17:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 17:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 18:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 18:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 19:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-11 19:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 20:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 20:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-11 21:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 21:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 22:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 22:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 23:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-11 23:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 00:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 00:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 01:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 01:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 02:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 02:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 03:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 03:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 04:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 04:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 05:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 05:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 06:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 06:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 07:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 07:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 08:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 08:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 09:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 09:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 10:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 10:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 11:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 11:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 12:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 12:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 13:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 13:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 14:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 14:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 15:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 15:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 16:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 16:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 17:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 17:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 18:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 18:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 19:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 19:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 20:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 20:30:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 21:00:00,DHH0001,ceiling_fan,Curtailable,141.5
2024-03-12 21:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 22:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 22:30:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-12 23:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-12 23:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-13 00:00:00,DHH0001,ceiling_fan,Curtailable,70.8
2024-03-13 00:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-13 01:00:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-13 01:30:00,DHH0001,ceiling_fan,Curtailable,0.0
2024-03-13 02:00:00,DHH0001,ceiling_fan,Curtailable,0.0
