household_id,substation,category,archetype,income_band,w_h,A_energy_kwh,B_energy_kwh,energy_reduction_kwh,energy_reduction_pct,A_bill_tk,B_bill_tk,bill_reduction_tk,bill_reduction_pct,incentive_tk,discomfort_tk,net_benefit_tk,gained,A_qoe,B_qoe,qoe_difference,A_peak_kw,B_peak_kw,peak_reduction_pct,n_dr_events,A_slab,B_slab
DHNC0001,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,571.5137687469058,485.78670343486993,85.7270653120359,15.000000000000005,6543.624852335609,5192.523439485267,1351.101412850342,20.64759889723958,84.13671257001302,1752.7300219977067,-317.49189657735155,False,1.0,0.85,0.15000000000000002,3.51773257994839,3.51773257994839,0.0,30,401-600,401-600
DHNC0002,Dhanmondi,Residential,Res-C,lower-middle,624.1576541510876,53.58179949121829,53.58179949121829,0.0,0.0,391.81434689851545,391.81434689851545,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.6367998302788257,0.6367998302788257,0.0,0,1-75,1-75
DHNC0003,Dhanmondi,Residential,Res-B,middle,624.1576541510876,146.01897337555084,129.16343536426965,16.855538011281197,11.543388932019061,1218.1787873767912,1067.7431106261065,150.4356767506847,12.349228069767225,21.7780479912374,215.1479739194987,-42.93424917757659,False,1.0,0.8845661106798093,0.11543388932019072,1.6709511352137625,1.6709511352137625,0.0,25,76-200,76-200
DHNC0004,Dhanmondi,Residential,Res-C,lower-middle,624.1576541510876,172.9555704162361,172.9555704162361,0.0,0.0,1490.3796059649073,1490.3796059649073,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,1.4555060460656335,1.4555060460656335,0.0,0,76-200,76-200
DHNC0005,Dhanmondi,Residential,Res-B,middle,624.1576541510876,147.72884978733393,138.0202800189622,9.708569768371717,6.571884762081264,1157.8476243519553,1071.1986391692378,86.64898518271752,7.483625941817237,21.955536103134,159.66082772911028,-51.05630644325876,False,1.0,0.9342811523791873,0.0657188476208127,0.4449729328061469,0.4449729328061469,0.0,20,76-200,76-200
DHNC0006,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,429.77820778834956,365.3114766200971,64.46673116825247,15.000000000000007,4247.395633848283,3427.6874153396006,819.7082185086824,19.299078521818778,63.66915081092313,1205.714220856735,-322.3368515371294,False,1.0,0.85,0.15000000000000002,2.148862498522333,2.143388349239195,0.25474637334413597,30,401-600,301-400
DHNC0007,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,286.4994050050153,243.52449425426303,42.97491075075229,14.999999999999996,2564.171174822922,2153.5459025994833,410.6252722234385,16.01395711235213,42.307911349141634,703.8844388374637,-250.9512552648835,False,1.0,0.85,0.15000000000000002,1.2928784985500148,1.131632621592311,12.47185076854042,30,201-300,201-300
DHNC0008,Dhanmondi,Residential,Res-B,middle,624.1576541510876,250.50399584781502,224.14037217305088,26.363623674764142,10.524232791392453,2225.3462303258725,1973.4418061135011,251.9044242123714,11.319785693549507,37.11562225741142,498.8731051043687,-209.85305863458586,False,1.0,0.894757672086075,0.10524232791392496,1.0388967635580524,1.0388967635580524,0.0,26,201-300,201-300
DHNC0009,Dhanmondi,Residential,Res-C,lower-middle,624.1576541510876,82.1478846166867,82.1478846166867,0.0,0.0,667.9831402039287,667.9831402039287,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.6545763315066526,0.6545763315066526,0.0,0,76-200,76-200
DHNC0010,Dhanmondi,Residential,Res-B,middle,624.1576541510876,141.05053621708373,136.10858788300982,4.941948334073913,3.5036721352608056,1155.1150357374725,1111.0081468558628,44.10688888160962,3.8183979531917345,14.82584500222182,100.8678609066125,-41.93512702278107,False,1.0,0.9649632786473917,0.03503672135260827,0.9461362814696509,0.9461362814696509,0.0,10,76-200,76-200
DHNC0011,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,690.4289744691732,586.8646282987971,103.5643461703761,15.000000000000018,8563.859752392164,6709.449884303192,1854.409868088971,21.653902816086806,101.43472834826436,2513.6482673247133,-557.8036708874779,False,1.0,0.85,0.15000000000000002,3.418409534234189,3.418409534234189,0.0,30,601-above,401-600
DHNC0012,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,336.5922487652551,286.10341145046704,50.48883731478804,14.999999999999934,3083.757214777842,2581.3570064092128,502.40020836862914,16.291821092823053,49.79585950086228,1015.0785881199591,-462.8825202504677,False,1.0,0.85,0.15000000000000002,1.3637284878893277,1.3637284878893277,0.0,30,301-400,201-300
DHNC0013,Dhanmondi,Residential,Res-B,middle,624.1576541510876,145.45964945767895,134.21834651574605,11.2413029419329,7.728124592520432,1168.2268714097847,1067.8982426530335,100.32862875675119,8.588111711184771,21.655539430243046,209.08001593258018,-87.09584774558596,False,1.0,0.9227187540747958,0.07728124592520424,0.7146427167428703,0.7146427167428703,0.0,25,76-200,76-200
DHNC0014,Dhanmondi,Residential,Res-B,middle,624.1576541510876,316.0103882859033,273.48196923825003,42.528419047653244,13.457918038180635,2876.3008420759093,2461.200126071479,415.10071600443007,14.431755883534072,46.76243099035531,658.1447493701679,-196.28160237538253,False,1.0,0.860165114365675,0.139834885634325,1.6942064457208377,1.2594086752275195,25.663800984320055,30,301-400,201-300
DHNC0015,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,391.511785526636,332.7850176976407,58.72676782899532,14.99999999999998,3654.15054560455,3060.9514637638686,593.1990818406816,16.233569866305043,57.73655046380167,1423.0256861209962,-772.0900538165129,False,1.0,0.85,0.15000000000000002,2.502401967268412,2.502401967268412,0.0,30,301-400,301-400
DHNC0016,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,372.73071454802323,322.15618719161955,50.57452735640368,13.568650337209485,3490.7353676495827,2979.882066822549,510.85330082703376,14.634546793818021,54.91213305741439,1211.1418507853114,-645.3764169008632,False,1.0,0.8570576772052099,0.14294232279479013,1.8230166346297605,1.8206198824540138,0.13147176664317173,30,301-400,301-400
DHNC0017,Dhanmondi,Residential,Res-C,lower-middle,624.1576541510876,150.6071114869952,150.6071114869952,0.0,0.0,1211.279420021432,1211.279420021432,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.5631933753053917,0.5631933753053917,0.0,0,76-200,76-200
DHNC0018,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,382.47620718636756,325.10477610841247,57.371431077955094,14.99999999999999,3653.071078789498,3073.562253471074,579.508825318424,15.86360661535371,56.48968727664931,990.1827710811889,-354.1842584861156,False,1.0,0.85,0.15000000000000002,2.9929097036806,2.9929097036806,0.0,30,301-400,301-400
DHNC0019,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,331.06943740571273,281.72213785159835,49.347299554114386,14.90542284446546,3053.8050772351044,2565.3277171720224,488.47736006308196,15.995695458904216,49.03425230556409,1029.2040160474173,-491.69240367877126,False,1.0,0.85,0.15000000000000002,1.6063585374654497,1.401249413759482,12.768576810354784,30,301-400,201-300
DHNC0020,Dhanmondi,Residential,Res-B,middle,624.1576541510876,148.20254926565374,148.20254926565374,0.0,0.0,1237.9185721959595,1237.9185721959595,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.7031061830859144,0.7031061830859144,0.0,0,76-200,76-200
DHNC0021,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,526.9740478661913,448.21231681172753,78.76173105446378,14.946036028412328,5837.903671395108,4596.579409111231,1241.324262283877,21.263185077311025,77.60818109031193,1513.938613239973,-195.00616986578393,False,1.0,0.85,0.15000000000000002,2.626247607607873,2.3759604982384466,9.530217510503567,30,401-600,401-600
DHNC0022,Dhanmondi,Residential,Res-B,middle,624.1576541510876,201.05544159040576,201.05544159040576,0.0,0.0,1762.302694396327,1762.302694396327,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,1.0315974289259442,1.0315974289259442,0.0,0,201-300,201-300
DHNC0023,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,500.55083311885903,425.46820815103024,75.08262496782879,14.999999999999988,5336.748905369778,4153.409194564312,1183.339710805466,22.17341928181786,73.42471545201275,1273.747387290085,-16.982961032606227,False,1.0,0.85,0.15000000000000002,2.628288780939809,2.421969326600131,7.849953773569106,30,401-600,401-600
DHNC0024,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,283.86765050175467,250.36046593183033,33.507184569924334,11.803805227787736,2572.606910544266,2252.4457619786385,320.1611485656276,12.44500849521133,33.21622987897094,696.4547781560717,-343.07739971147316,False,1.0,0.8565026744417986,0.14349732555820138,1.5036973305980017,1.501809178048582,0.12556732734697068,30,201-300,201-300
DHNC0025,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,423.8766308142349,360.29513619209945,63.58149462213544,15.000000000000048,4173.033719947749,3395.6672506763966,777.3664692713523,18.62832944664262,62.40439703613245,1266.4868514873028,-426.71598517981806,False,1.0,0.8500000000000001,0.1499999999999999,2.100299339737067,1.8923540807378345,9.900743911354315,30,401-600,301-400
DHNC0026,Dhanmondi,Residential,Res-B,middle,624.1576541510876,202.2819122954843,202.17742996347096,0.10448233201333323,0.05165184114964771,1777.1527219833524,1776.1543933009648,0.998328682387637,0.056175739430738066,0.3134469960400228,2.1331670632991075,-0.8213913848714478,False,1.0,0.9994834815885035,0.0005165184114964694,1.3717176821698733,1.3717176821698733,0.0,1,201-300,201-300
DHNC0027,Dhanmondi,Residential,Res-B,middle,624.1576541510876,167.0374377777291,167.0374377777291,0.0,0.0,1403.1622721662322,1403.1622721662322,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.7517654181940183,0.7517654181940183,0.0,0,76-200,76-200
DHNC0028,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,520.4087867878437,442.3474687696671,78.06131801817662,15.000000000000012,5671.796644169812,4441.511241544338,1230.2854026254736,21.691281966008358,77.1243642937972,1239.5949488943043,67.8148180249666,True,1.0,0.85,0.15000000000000002,2.6831669666775624,2.614625315980838,2.554505610271287,30,401-600,401-600
DHNC0029,Dhanmondi,Residential,Res-A,upper-middle,624.1576541510876,453.3056856595353,385.30983281060514,67.99585284893016,14.999999999999968,4625.869438837106,3637.3598012199222,988.5096376171837,21.369164233603712,66.48864811798461,1439.2849975324516,-384.28671179728326,False,1.0,0.85,0.15000000000000002,3.219894647834993,3.219894647834993,0.0,30,401-600,301-400
