household_id,substation,category,archetype,income_band,w_h,A_energy_kwh,B_energy_kwh,energy_reduction_kwh,energy_reduction_pct,A_bill_tk,B_bill_tk,bill_reduction_tk,bill_reduction_pct,incentive_tk,discomfort_tk,net_benefit_tk,gained,A_qoe,B_qoe,qoe_difference,A_peak_kw,B_peak_kw,peak_reduction_pct,n_dr_events,A_slab,B_slab
DHNC0001,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,741.8844889317587,725.9446240923472,15.939864839411484,2.1485642410941,9581.274447114316,9291.025361410735,290.24908570358093,3.029336935348909,239.0979725911713,325.8980060606318,203.44905223412047,True,1.0,0.9785143575890591,0.021485642410940864,4.522244194721653,4.522244194721653,0.0,10,601-above,601-above
DHNC0002,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,206.54885510342336,196.54625506863385,10.00260003478951,4.842728384904867,1827.18877051321,1733.8264459747918,93.3623245384183,5.109615713771886,48.10853555167855,178.69003831895117,-37.219178228854304,False,1.0,0.943764098401747,0.05623590159825298,0.9056059902486513,0.9131076695790628,-0.8283601711105876,30,201-300,76-200
DHNC0003,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,176.71666423334503,175.0195342200155,1.6971300133295415,0.9603678411949712,1499.4542282826044,1484.3399872719765,15.114241010627893,1.0079828197182747,25.456950199942987,25.944626661839727,14.626564548731153,True,1.0,0.9903963215880504,0.009603678411949645,0.9728447772494944,0.9728447772494944,0.0,10,76-200,76-200
DHNC0004,Dhanmondi,Residential,Res-B,middle,597.3547737671756,125.77903603831048,125.77903603831048,0.0,0.0,1040.619936641921,1040.6433967427731,-0.023460100852162213,-0.002254435075294437,0.0,0.0,-0.023460100852162213,False,1.0,1.0,0.0,0.7631324280611624,0.7631324280611624,0.0,0,76-200,76-200
DHNC0005,Dhanmondi,Residential,Res-B,middle,597.3547737671756,196.82248550892285,196.82248550892285,0.0,0.0,1730.9410931671366,1730.9778041764228,-0.03671100928613669,-0.002120869937807406,0.0,0.0,-0.03671100928613669,False,1.0,1.0,0.0,0.9916189913789257,0.9916189913789257,0.0,0,76-200,76-200
DHNC0006,Dhanmondi,Residential,Res-C,lower-middle,597.3547737671756,114.42690706294435,114.42690706294435,0.0,0.0,860.6101455367783,860.6314882570316,-0.021342720253301195,-0.0024799522018171594,0.0,0.0,-0.021342720253301195,False,1.0,1.0,0.0,0.2689426569645353,0.2689426569645353,0.0,0,76-200,76-200
DHNC0007,Dhanmondi,Residential,Res-C,lower-middle,597.3547737671756,149.25384920148198,149.25384920148198,0.0,0.0,1234.0405541232267,1234.0683927079792,-0.027838584752544193,-0.0022558889705471003,0.0,0.0,-0.027838584752544193,False,1.0,1.0,0.0,1.2511246302574692,1.2511246302574692,0.0,0,76-200,76-200
DHNC0008,Dhanmondi,Residential,Res-B,middle,597.3547737671756,188.3564219134829,188.3564219134829,0.0,0.0,1595.4187055778348,1595.453837510734,-0.03513193289927585,-0.0022020509585633594,0.0,0.0,-0.03513193289927585,False,1.0,1.0,0.0,0.922622061291981,0.922622061291981,0.0,0,76-200,76-200
DHNC0009,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,398.077109371363,379.65046733111654,18.426642040246463,4.628912742394437,3724.025751760138,3537.9690522981564,186.05669946198168,4.996117424108658,119.62791214037738,344.0572383124281,-38.372626710069085,False,1.0,0.9537108725760558,0.0462891274239442,2.560466022218713,2.560466022218713,0.0,22,301-400,301-400
DHNC0010,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,196.77862878463787,196.48882611706586,0.2898026675720189,0.14727344598441638,1738.4788519028932,1735.929011870493,2.5498400324001977,0.1466707535503932,4.347040013580815,6.889085201896368,0.007794844084645369,True,1.0,0.9983574637539765,0.0016425362460235071,0.9831174001378662,0.9831174001378662,0.0,10,76-200,76-200
DHNC0011,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,495.66845075302064,495.66845075302064,0.0,0.0,5321.328438092982,5321.420889364753,-0.0924512717710968,-0.0017373720274298423,0.0,0.0,-0.0924512717710968,False,1.0,1.0,0.0,2.681841055030918,2.681841055030918,0.0,0,401-600,401-600
DHNC0012,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,157.25263141484473,157.01286161651035,0.23976979833437895,0.15247426779259896,1350.9276553774891,1348.81699571046,2.11065966702904,0.15623780138243298,3.596546975015538,4.937859858542887,0.7693467835016916,True,1.0,0.9984752573220741,0.0015247426779259055,0.9674737262491748,0.9674737262491748,0.0,10,76-200,76-200
DHNC0013,Dhanmondi,Residential,Res-B,middle,597.3547737671756,185.82639660692382,185.82639660692382,0.0,0.0,1551.8819097167952,1551.9165697534968,-0.0346600367015526,-0.002233419726368081,0.0,0.0,-0.0346600367015526,False,1.0,1.0,0.0,1.0613030785431088,1.0613030785431088,0.0,0,76-200,76-200
DHNC0014,Dhanmondi,Residential,Res-B,middle,597.3547737671756,139.96076086458442,139.96076086458442,0.0,0.0,1190.551600716416,1190.5777059694744,-0.026105253058403832,-0.0021927023610480187,0.0,0.0,-0.026105253058403832,False,1.0,1.0,0.0,0.8231676560421688,0.8231676560421688,0.0,0,76-200,76-200
DHNC0015,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,578.3988813460238,565.2921817756007,13.106699570423075,2.2660312793001527,6582.442029454009,6375.979328250989,206.4627012030196,3.1365669500646556,160.57011633772026,238.1917993162063,128.84101822453357,True,1.0,0.9773396872069982,0.022660312793001847,3.202978446236219,3.202978446236219,0.0,12,401-600,401-600
DHNC0016,Dhanmondi,Residential,Res-A,upper-middle,597.3547737671756,205.91342095875007,205.91342095875007,0.0,0.0,1776.774647260857,1776.81305389661,-0.0384066357530628,-0.0021615929635349046,0.0,0.0,-0.0384066357530628,False,1.0,1.0,0.0,0.8430372817850791,0.8430372817850791,0.0,0,201-300,201-300
